,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,27650000.0,-12175000.0,,
June 2015,27650000.0,-12175000.0,,
September 2015,27650000.0,-12175000.0,,
December 2015,27650000.0,-12175000.0,,
March 2016,26000000.0,4300000.0,,
June 2016,27600000.0,14200000.0,,
September 2016,32600000.0,-20300000.0,,
December 2016,30200000.0,28100000.0,2770800000.0,129500000.0
March 2017,30300000.0,72400000.0,,
June 2017,32500000.0,5000000.0,3038400000.0,525200000.0
September 2017,38100000.0,-2100000.0,2676500000.0,135600000.0
December 2017,37600000.0,108900000.0,2539400000.0,165200000.0
March 2018,39700000.0,-202700000.0,2165000000.0,125300000.0
June 2018,39700000.0,25400000.0,2196800000.0,113500000.0
September 2018,37000000.0,30500000.0,2250800000.0,136100000.0
December 2018,37700000.0,16300000.0,2419600000.0,112400000.0
March 2019,45500000.0,8400000.0,2462200000.0,124100000.0
June 2019,47600000.0,9400000.0,2458900000.0,115100000.0
September 2019,40600000.0,11400000.0,2469000000.0,115700000.0
December 2019,36900000.0,6900000.0,2471600000.0,118700000.0
March 2020,46200000.0,100000.0,2494700000.0,139800000.0
June 2020,43000000.0,2200000.0,2494400000.0,134100000.0
September 2020,40200000.0,9000000.0,2499300000.0,133400000.0
December 2020,53100000.0,3100000.0,2487000000.0,114800000.0
March 2021,45200000.0,9600000.0,2505100000.0,137300000.0
June 2021,45500000.0,12400000.0,2487300000.0,129000000.0
September 2021,44800000.0,517900000.0,2117200000.0,153200000.0
December 2021,39700000.0,230600000.0,1906700000.0,282000000.0
March 2022,38300000.0,5700000.0,1901600000.0,282600000.0
June 2022,39300000.0,4000000.0,1758100000.0,142500000.0
