,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,,0.0,0.0,,
June 2017,,37455.0,-37455.0,,
September 2017,,16290.0,-16290.0,,
December 2017,,19526.0,-19526.0,7954.0,7954.0
March 2018,,14663.0,-14663.0,28727.0,28727.0
June 2018,,11871.0,-11871.0,26211.0,26211.0
September 2018,,12468.0,-12468.0,23610.0,23610.0
December 2018,,15772.0,-15772.0,21007.0,21007.0
March 2019,19539.0,25258.0,-25258.0,2143.0,2143.0
June 2019,19539.0,13820.0,-13820.0,1602.0,1602.0
September 2019,22099.0,22099.0,-22099.0,1548.0,1548.0
December 2019,15963.0,15963.0,-15963.0,1494.0,1494.0
March 2020,12314.0,12314.0,-12314.0,1440.0,1440.0
June 2020,13291.0,13291.0,-13291.0,1368.0,1368.0
September 2020,14757.0,,-14757.0,31.0,31.0
December 2020,20831.0,,-20831.0,0.0,0.0
March 2021,9050.0,,-9050.0,0.0,
