,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,,-7456750.0,
June 2009,,-7456750.0,
September 2009,,-7456750.0,
December 2009,,-7456750.0,
March 2010,,-2764000.0,
June 2010,,-19616000.0,
September 2010,,-1299000.0,
December 2010,,2686000.0,1115594000.0
March 2011,252000.0,-1194000.0,
June 2011,252000.0,521000.0,1065483000.0
September 2011,252000.0,1422000.0,1072568000.0
December 2011,252000.0,695000.0,1092496000.0
March 2012,237000.0,990000.0,1102678000.0
June 2012,237000.0,1210000.0,1115896000.0
September 2012,237000.0,1809000.0,1112277000.0
December 2012,237000.0,1573000.0,1153288000.0
March 2013,176750.0,1324000.0,1117101000.0
June 2013,176750.0,1607000.0,1124567000.0
September 2013,176750.0,1782000.0,1114976000.0
December 2013,176750.0,1193000.0,1089532000.0
March 2014,158750.0,1724000.0,1101702000.0
June 2014,158750.0,1720000.0,1114819000.0
September 2014,158750.0,1813000.0,1128798000.0
December 2014,158750.0,2259000.0,1155734000.0
March 2015,186250.0,1312000.0,1137687000.0
June 2015,186250.0,1693000.0,1159131000.0
September 2015,186250.0,-7716000.0,1149185000.0
December 2015,186250.0,2214000.0,1180557000.0
March 2016,110500.0,2420000.0,1160046000.0
June 2016,110500.0,2318000.0,1189522000.0
September 2016,110500.0,2458000.0,1204231000.0
December 2016,110500.0,2726000.0,1249816000.0
March 2017,146000.0,2493000.0,1262721000.0
June 2017,146000.0,2934000.0,1290507000.0
September 2017,146000.0,2416000.0,1294130000.0
December 2017,146000.0,-640000.0,1336190000.0
March 2018,125250.0,2594000.0,1353232000.0
June 2018,125250.0,3782000.0,1353868000.0
September 2018,125250.0,3955000.0,1350420000.0
December 2018,125250.0,3357000.0,1393150000.0
March 2019,154250.0,3503000.0,1398497000.0
June 2019,154250.0,3544000.0,1431131000.0
September 2019,154250.0,4613000.0,1422681000.0
December 2019,154250.0,4045000.0,1430840000.0
March 2020,178000.0,1415000.0,1453540000.0
June 2020,162000.0,4160000.0,1615004000.0
September 2020,92500.0,4516000.0,1622237000.0
December 2020,92500.0,5457000.0,1644809000.0
March 2021,157000.0,6643000.0,1698808000.0
June 2021,92000.0,5426000.0,1754213000.0
September 2021,,6548000.0,1771300000.0
