,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2015,0.0,0.0,,,
December 2015,0.0,0.0,,,
March 2016,37.5,-37.5,,,
June 2016,37.5,-37.5,0.0,5925.0,5925.0
September 2016,7106.0,-3216.0,,,
December 2016,3497.0,-1185.0,2513.0,2010.0,4523.0
March 2017,6397.0,2552.0,2375.0,21227.0,23602.0
June 2017,13265.0,-4456.0,23832.0,14282.0,23832.0
September 2017,5906.0,-5906.0,0.0,,
December 2017,,-775.0,0.0,0.0,
March 2018,,-2465.0,16985.0,16985.0,
June 2018,,-9600.0,13985.0,13985.0,
September 2018,18747.0,-9361.0,3259.0,3259.0,
December 2018,13652.0,-23038.0,1001.0,1001.0,
March 2019,-3887.0,-3887.0,0.0,0.0,
June 2019,,-4615.0,0.0,0.0,
September 2019,297.0,-297.0,0.0,0.0,
December 2019,198.0,-198.0,0.0,0.0,
March 2020,0.0,0.0,0.0,0.0,
June 2020,,0.0,0.0,0.0,
September 2020,-75.0,-75.0,0.0,0.0,
December 2020,0.0,0.0,0.0,0.0,
March 2021,0.0,0.0,0.0,0.0,
