,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,1929000.0,5879000.0,,,
September 2010,2045000.0,3223000.0,,,
December 2010,1945000.0,4184000.0,,,
March 2011,1464000.0,2632000.0,76716000.0,69352000.0,
June 2011,1689000.0,3337000.0,85441000.0,78747000.0,
September 2011,2380000.0,1763000.0,85068000.0,78359000.0,
December 2011,2025000.0,3171000.0,83218000.0,80394000.0,
March 2012,1670000.0,2363000.0,78684000.0,74949000.0,
June 2012,2008000.0,3840000.0,92512000.0,88967000.0,
September 2012,1737000.0,1947000.0,93998000.0,91620000.0,
December 2012,1926000.0,1693000.0,88880000.0,86886000.0,
March 2013,2088000.0,-1481000.0,82776000.0,81074000.0,1702000.0
June 2013,2188000.0,1369000.0,91039000.0,89422000.0,
September 2013,2325000.0,388000.0,86134000.0,84530000.0,
December 2013,3216000.0,-1381000.0,80598000.0,77790000.0,
March 2014,2705000.0,941000.0,79249000.0,77224000.0,2025000.0
June 2014,2426000.0,651000.0,80651000.0,78463000.0,2188000.0
September 2014,2305000.0,47000.0,61420000.0,59163000.0,2257000.0
December 2014,1841000.0,2854000.0,63625000.0,62292000.0,1333000.0
March 2015,2257000.0,-1659000.0,62163000.0,59964000.0,2199000.0
June 2015,2320000.0,121000.0,62258000.0,60996000.0,1262000.0
September 2015,2081000.0,-710000.0,62313000.0,60971000.0,1342000.0
December 2015,1654000.0,-66000.0,60760000.0,59946000.0,814000.0
March 2016,1915000.0,-313000.0,59888000.0,58326000.0,1562000.0
June 2016,1487000.0,-54000.0,61487000.0,59946000.0,1541000.0
September 2016,1196000.0,165000.0,59887000.0,58411000.0,1476000.0
December 2016,1198000.0,448000.0,59009000.0,57843000.0,1166000.0
March 2017,1220000.0,-796000.0,57848000.0,56938000.0,910000.0
June 2017,1282000.0,-890000.0,57243000.0,56310000.0,933000.0
September 2017,1402000.0,-1042000.0,52490000.0,51556000.0,934000.0
December 2017,1100000.0,-1171000.0,50562000.0,49805000.0,757000.0
March 2018,1139000.0,-3748000.0,47757000.0,47064000.0,693000.0
June 2018,1017000.0,-850000.0,46547000.0,45893000.0,654000.0
September 2018,918000.0,-595000.0,45199000.0,44582000.0,617000.0
December 2018,948000.0,-529000.0,42710000.0,42097000.0,613000.0
March 2019,960000.0,-463000.0,41861000.0,41253000.0,608000.0
June 2019,1083000.0,-987000.0,41642000.0,40430000.0,1212000.0
September 2019,973000.0,-876000.0,40330000.0,39196000.0,1134000.0
December 2019,1152000.0,-988000.0,39453000.0,38416000.0,1037000.0
March 2020,956000.0,-1456000.0,37901000.0,37356000.0,545000.0
June 2020,1477000.0,-1125000.0,37045000.0,36557000.0,488000.0
September 2020,1564000.0,-956000.0,35901000.0,35470000.0,431000.0
December 2020,1560000.0,-945000.0,35119000.0,34747000.0,372000.0
March 2021,1290000.0,-950000.0,33902000.0,33592000.0,310000.0
June 2021,1364000.0,-915000.0,32817000.0,32567000.0,250000.0
September 2021,1363000.0,-632000.0,32031000.0,31428000.0,603000.0
December 2021,1469000.0,-1164000.0,31157000.0,30607000.0,550000.0
March 2022,1213000.0,-915000.0,30010000.0,29513000.0,497000.0
June 2022,1344000.0,-1077000.0,28895000.0,28451000.0,444000.0
