,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
December 2008,13138000.0,,
March 2009,13138000.0,,
June 2009,13138000.0,,
September 2009,13138000.0,,
December 2009,10613000.0,,
March 2010,10613000.0,,
June 2010,11505000.0,,
September 2010,15530000.0,129761000.0,127805000.0
December 2010,17881500.0,,
March 2011,17881500.0,,
June 2011,18917000.0,192599000.0,190304000.0
September 2011,21170000.0,172205000.0,169983000.0
