,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,8727500.0,-7426000.0,,
June 2019,8727500.0,-7426000.0,,
September 2019,8727500.0,-7426000.0,,
December 2019,8727500.0,-7426000.0,,
March 2020,13096000.0,-26990000.0,,
June 2020,9361000.0,-32052000.0,,
September 2020,19083000.0,-56615000.0,444218211.0,1465421.0
December 2020,31160000.0,-125683000.0,444135663.0,1371712.0
March 2021,53133000.0,-191775000.0,219297000.0,140241000.0
June 2021,11952000.0,13009880.0,443182377.0,396467.0
September 2021,17831000.0,31392000.0,603357000.0,538511000.0
December 2021,22246000.0,-40185000.0,554093000.0,483544000.0
March 2022,21315000.0,-76896000.0,517670000.0,410424000.0
June 2022,27168000.0,-85742000.0,933280000.0,402701000.0
