,OperatingExpenses,NetIncomeLoss,Assets
March 2008,155293250.0,44477750.0,
June 2008,155293250.0,44477750.0,
September 2008,155293250.0,44477750.0,
December 2008,155293250.0,44477750.0,
March 2009,194324000.0,9367000.0,
June 2009,232975000.0,35498000.0,
September 2009,250173000.0,29226000.0,
December 2009,252154000.0,43011000.0,3014024000.0
March 2010,238281000.0,27812000.0,
June 2010,275146000.0,54391000.0,4369141000.0
September 2010,239396000.0,203000.0,4807928000.0
December 2010,246267000.0,9232000.0,4666498000.0
March 2011,289691000.0,30491000.0,5782449000.0
June 2011,296528000.0,17572000.0,6424628000.0
September 2011,352998000.0,26936000.0,7062904000.0
December 2011,278181000.0,40238000.0,7152951000.0
March 2012,251374000.0,33106000.0,8003712000.0
June 2012,283898000.0,3291000.0,9194962000.0
September 2012,413022000.0,-389921000.0,8585854000.0
December 2012,324487000.0,6457000.0,9778447000.0
March 2013,267252000.0,-9357000.0,10912780000.0
