,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2006,-72806.46666666666,322815.5,,,
September 2006,-72806.46666666666,322815.5,,,
December 2006,-72806.46666666666,322815.5,,,
March 2007,-72806.46666666666,18156.291666666668,,,
June 2007,-72806.46666666666,18156.291666666668,,,
September 2007,-72806.46666666666,18156.291666666668,,,
December 2007,-72806.46666666666,18156.291666666668,,,
March 2008,-72806.46666666666,18156.291666666668,,,
June 2008,-72806.46666666666,18156.291666666668,,,
September 2008,-72806.46666666666,18156.291666666668,,,
December 2008,-72806.46666666666,18156.291666666668,,,
March 2009,-72806.46666666666,18156.291666666668,,,
June 2009,-72806.46666666666,18156.291666666668,,,
September 2009,-72806.46666666666,18156.291666666668,,,
December 2009,-72806.46666666666,18156.291666666668,,,
March 2010,0.0,0.0,,,
June 2010,0.0,0.0,,,
September 2010,0.0,0.0,,,
December 2010,801283.0,-925196.0,59500.0,0.0,0.0
March 2011,114965.0,-101949.0,,,
June 2011,175849.0,-159177.0,,,
September 2011,0.0,0.0,0.0,0.0,0.0
December 2011,296821.0,-331045.0,612225.0,612225.0,0.0
March 2012,319256.0,-311907.0,1275698.0,798105.0,88044.0
June 2012,497396.0,-506911.0,1120224.0,653234.0,88044.0
September 2012,470579.0,-446356.0,1559973.0,1107638.0,88044.0
December 2012,643208.0,-604657.0,5687063.0,1342173.0,3659484.0
March 2013,488011.0,-478928.0,9168051.0,2852405.0,3658131.0
June 2013,628204.0,-199435.0,9867299.0,3229290.0,3658131.0
September 2013,1382439.0,-1469755.0,15550265.0,6999500.0,4201461.0
December 2013,1264698.0,-1865009.0,15697408.0,5649024.0,4533201.0
March 2014,1138182.0,-1192229.0,14515617.0,2842991.0,4455027.0
June 2014,1043874.0,-1111541.0,15568032.0,3278682.0,4402571.0
September 2014,1552153.0,-1797298.0,15523638.0,3307821.0,4349613.0
December 2014,1885549.0,-2387431.0,14252207.0,1985636.0,4377364.0
March 2015,828038.0,-978766.0,16583313.0,4423089.0,4324407.0
June 2015,795246.0,-1075786.0,15905953.0,3937317.0,4277430.0
September 2015,596414.0,-735694.0,15122738.0,3314263.0,4224473.0
December 2015,9258093.0,-9662014.0,4871730.0,2561157.0,
March 2016,938035.0,-805910.0,7285393.0,4999888.0,
June 2016,978912.0,-1042976.0,6161151.0,3502542.0,
September 2016,799826.0,-699091.0,5738984.0,2790006.0,
December 2016,775702.0,283417.0,14104846.0,3572685.0,
March 2017,1051671.0,-1108910.0,14061667.0,3355242.0,
June 2017,1154498.0,-902226.0,14047781.0,3345485.0,
September 2017,2163354.0,-2056546.0,13688945.0,2958958.0,
December 2017,785259.0,-1113853.0,13013034.0,2589396.0,
March 2018,1421693.0,-1217572.0,13050109.0,2656627.0,
June 2018,1325747.0,-1153534.0,12736953.0,2578422.0,
September 2018,1267687.0,-1337825.0,12095772.0,2019409.0,
December 2018,-68988.0,-1605005.0,9859033.0,2589046.0,
March 2019,1240997.0,-1723037.0,9201064.0,1443145.0,
