,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,10318000.0,5862250.0,-7139500.0,,
June 2009,10318000.0,5862250.0,-7139500.0,,
September 2009,10318000.0,5862250.0,-7139500.0,,
December 2009,10318000.0,5862250.0,-7139500.0,,
March 2010,10092000.0,5102000.0,-8478000.0,,
June 2010,10580000.0,4963000.0,-8380000.0,,
September 2010,9067000.0,4658000.0,-6767000.0,,
December 2010,10187000.0,4969000.0,-6760000.0,72907000.0,56208000.0
March 2011,9366000.0,4290000.0,-8694000.0,,
June 2011,9269000.0,4209000.0,-8406000.0,56705000.0,40887000.0
September 2011,10227000.0,5505000.0,16431000.0,74047000.0,58274000.0
December 2011,8978000.0,3971000.0,-6614000.0,68773000.0,53557000.0
March 2012,11600000.0,6428000.0,244000.0,118937000.0,107802000.0
June 2012,9502000.0,3791000.0,-7868000.0,109716000.0,98591000.0
September 2012,9955000.0,3682000.0,-7726000.0,103325000.0,92489000.0
December 2012,9895000.0,3439000.0,-7549000.0,96522000.0,86009000.0
March 2013,10881000.0,3650000.0,-9282000.0,87999000.0,77827000.0
June 2013,11299000.0,3930000.0,-9881000.0,79285000.0,69581000.0
September 2013,11523000.0,4500000.0,-9883000.0,69494000.0,60795000.0
December 2013,5367000.0,2478000.0,-2192000.0,66353000.0,58087000.0
March 2014,5930000.0,2146000.0,-3455000.0,63266000.0,55348000.0
June 2014,8570000.0,2379000.0,-4040000.0,61591000.0,54068000.0
September 2014,7838000.0,3180000.0,-4364000.0,61275000.0,54400000.0
December 2014,9505000.0,3762000.0,-4633000.0,57979000.0,51330000.0
March 2015,8801000.0,3637000.0,-3821000.0,54378000.0,47942000.0
June 2015,6968000.0,2457000.0,-2762000.0,52381000.0,46438000.0
September 2015,5350000.0,2128000.0,-300000.0,53420000.0,47620000.0
December 2015,9235000.0,2839000.0,-2355000.0,49914000.0,44498000.0
March 2016,7114000.0,2478000.0,-2423000.0,47228000.0,42272000.0
June 2016,,2303000.0,-1255000.0,45847000.0,40972000.0
September 2016,,2599000.0,-2523000.0,51828000.0,47010000.0
December 2016,,2975000.0,-2772000.0,52284000.0,47867000.0
March 2017,,3300000.0,-2824000.0,51441000.0,47197000.0
June 2017,,3639000.0,-3320000.0,50783000.0,46519000.0
September 2017,,3004000.0,-3088000.0,49614000.0,45350000.0
December 2017,,4448000.0,-3728000.0,80494000.0,76317000.0
March 2018,3962000.0,3664000.0,-6270000.0,61374000.0,57561000.0
June 2018,3962000.0,3602000.0,-3552000.0,56766000.0,53705000.0
September 2018,5341000.0,2503000.0,-1511000.0,55627000.0,52476000.0
December 2018,6074000.0,2558000.0,-3605000.0,52344000.0,49199000.0
March 2019,8085000.0,3882000.0,-4580000.0,46443000.0,46357000.0
June 2019,5552000.0,4229000.0,-2430000.0,42701000.0,42699000.0
September 2019,7238000.0,3337000.0,-4781000.0,31369000.0,30732000.0
December 2019,11510000.0,8766000.0,-10862000.0,18144000.0,17969000.0
March 2020,5145000.0,2664000.0,-4103000.0,13038000.0,12892000.0
June 2020,5733000.0,2712000.0,-5119000.0,27430000.0,27306000.0
September 2020,4492000.0,1281000.0,-4326000.0,26404000.0,26303000.0
December 2020,7428000.0,4559000.0,-7365000.0,33634000.0,33530000.0
March 2021,9019000.0,6052000.0,-9005000.0,38851000.0,38778000.0
June 2021,11729000.0,8838000.0,-11149000.0,29073000.0,28915000.0
September 2021,13491000.0,10222000.0,-13253000.0,24188000.0,24051000.0
December 2021,6409000.0,3119000.0,-6067000.0,29717000.0,29600000.0
March 2022,9499000.0,6013000.0,-9410000.0,20789000.0,20693000.0
June 2022,5773000.0,1865000.0,-1147000.0,18507000.0,18251000.0
