,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,322000000.0,,,
June 2007,322000000.0,,,
September 2007,322000000.0,,,
December 2007,322000000.0,,,
March 2008,225000000.0,,,
June 2008,225000000.0,,,
September 2008,203000000.0,,,
December 2008,277000000.0,21405000000.0,4383000000.0,4125000000.0
March 2009,241000000.0,,,
June 2009,-7000000.0,,,
September 2009,20000000.0,21944000000.0,4299000000.0,4186000000.0
December 2009,153000000.0,22165000000.0,4752000000.0,3626000000.0
March 2010,250000000.0,24935000000.0,7221000000.0,4018000000.0
June 2010,85000000.0,,,
September 2010,248000000.0,26728000000.0,9192000000.0,4001000000.0
December 2010,355000000.0,32837000000.0,6188000000.0,5098000000.0
March 2011,401000000.0,32741000000.0,5747000000.0,5092000000.0
June 2011,196000000.0,40537000000.0,5364000000.0,7839000000.0
September 2011,444000000.0,40956000000.0,5412000000.0,7951000000.0
December 2011,454000000.0,42648000000.0,6426000000.0,8238000000.0
March 2012,541000000.0,44082000000.0,7062000000.0,8546000000.0
June 2012,271000000.0,43508000000.0,6151000000.0,8339000000.0
September 2012,355000000.0,43240000000.0,5227000000.0,8188000000.0
December 2012,359000000.0,43634000000.0,5068000000.0,7775000000.0
March 2013,413000000.0,43341000000.0,4989000000.0,7565000000.0
June 2013,405000000.0,43746000000.0,4775000000.0,7553000000.0
September 2013,410000000.0,44988000000.0,4971000000.0,7578000000.0
December 2013,-98000000.0,46259000000.0,5153000000.0,7112000000.0
March 2014,316000000.0,47973000000.0,6094000000.0,7187000000.0
June 2014,229000000.0,48193000000.0,5537000000.0,7275000000.0
September 2014,497000000.0,48189000000.0,5760000000.0,7085000000.0
December 2014,695000000.0,48864000000.0,6159000000.0,7123000000.0
March 2015,647000000.0,48921000000.0,5699000000.0,7264000000.0
June 2015,,38244000000.0,2870000000.0,6156000000.0
September 2015,,39246000000.0,2990000000.0,6294000000.0
December 2015,,39301000000.0,2646000000.0,6273000000.0
March 2016,481000000.0,38709000000.0,2713000000.0,6164000000.0
June 2016,483000000.0,39528000000.0,2360000000.0,6374000000.0
September 2016,473000000.0,38038000000.0,2099000000.0,5970000000.0
December 2016,465000000.0,38315000000.0,2067000000.0,6174000000.0
March 2017,403000000.0,39034000000.0,2227000000.0,6400000000.0
June 2017,292000000.0,39964000000.0,2166000000.0,6565000000.0
September 2017,355000000.0,40758000000.0,2331000000.0,6611000000.0
December 2017,78000000.0,41479000000.0,2294000000.0,6093000000.0
March 2018,452000000.0,42388000000.0,2490000000.0,6162000000.0
June 2018,515000000.0,42830000000.0,2600000000.0,6407000000.0
September 2018,445000000.0,43042000000.0,2545000000.0,6479000000.0
December 2018,415000000.0,43396000000.0,2432000000.0,6506000000.0
March 2019,466000000.0,44567000000.0,2429000000.0,6831000000.0
June 2019,441000000.0,44204000000.0,2231000000.0,6843000000.0
September 2019,475000000.0,44559000000.0,2534000000.0,6917000000.0
December 2019,364000000.0,45680000000.0,2767000000.0,6431000000.0
March 2020,554000000.0,46328000000.0,2956000000.0,6537000000.0
June 2020,344000000.0,46520000000.0,3268000000.0,6467000000.0
September 2020,281000000.0,47924000000.0,2695000000.0,6909000000.0
December 2020,290000000.0,48116000000.0,2768000000.0,6456000000.0
March 2021,-1840000000.0,47781000000.0,20327000000.0,2757000000.0
June 2021,19000000.0,36759000000.0,9018000000.0,2796000000.0
September 2021,207000000.0,34171000000.0,6137000000.0,2828000000.0
December 2021,134000000.0,33223000000.0,5007000000.0,2746000000.0
March 2022,273000000.0,34107000000.0,5713000000.0,2749000000.0
June 2022,119000000.0,37062000000.0,2301000000.0,4851000000.0
