,OperatingExpenses,NetIncomeLoss,Assets
June 2009,111141.5,-288067.0,
September 2009,111141.5,-288067.0,
December 2009,111141.5,-288067.0,
March 2010,111141.5,-288067.0,
June 2010,263150.0,-439793.0,
September 2010,58517.0,-206589.0,
December 2010,60013.0,-216664.0,
March 2011,59632.0,-216297.0,8258013.0
June 2011,521416.0,-778059.0,7491175.0
September 2011,178119.0,-354296.0,7182961.0
December 2011,109334.0,-286827.0,6995123.0
March 2012,63180.0,-110688.0,6874023.0
June 2012,806021.0,-956406.0,5975317.0
September 2012,85299.0,41455.0,6057172.0
December 2012,87437.0,-254682.0,5885233.0
