,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,99368.0,,,-134259.0,,,
September 2010,32193.0,,,-45820.0,,,
December 2010,78816.0,,,-124101.0,,,
March 2011,271877.0,,,-1093536.0,,,
June 2011,656687.0,,,-686020.0,,,
September 2011,417539.0,,,-437152.0,,,
December 2011,428041.0,,,-271779.0,,,
March 2012,494090.0,,,-504361.0,,,
June 2012,545412.0,0.0,,-510517.0,,,
September 2012,345463.0,0.0,,-382816.0,,,
December 2012,340840.0,0.0,,-376843.0,,,
March 2013,455186.0,0.0,,-327926.0,,,
June 2013,1400691.0,0.0,,-4666367.0,,,
September 2013,448570.0,0.0,,-5658070.0,,,
December 2013,681080.0,0.0,,-458772.0,,,
March 2014,16448801.0,323500.0,,-16470811.0,,,
June 2014,1583160.0,0.0,33333.333333333336,-1584824.0,,,
September 2014,6200845.0,347763.0,33333.333333333336,-2864443.0,,,
December 2014,1456554.0,273804.0,33333.333333333336,-1458050.0,,,
March 2015,4454930.0,2855345.0,,-4020389.0,,,
June 2015,1514311.0,155678.0,,-546164.0,,,
September 2015,1129245.0,439711.0,,-1635582.0,,,
December 2015,1792151.0,573978.0,,-1791097.0,,,
March 2016,1130853.0,237572.0,,-1122067.0,,,
June 2016,1031397.0,175004.0,,-1031966.0,,,
September 2016,974195.0,253768.0,,-974551.0,,,
December 2016,1282015.0,579717.0,,-1282146.0,,,
March 2017,1154539.0,173762.0,,-1155022.0,,,
June 2017,1688415.0,427670.0,,-1688415.0,,,
September 2017,1814298.0,515458.0,,-1814298.0,,,
December 2017,2030660.0,802564.0,,-2030660.0,,,
March 2018,1448056.0,252119.0,,-1295468.0,,,
June 2018,1215363.0,267794.0,,-1215363.0,,,
September 2018,1036574.0,115101.0,,-1036574.0,,,
December 2018,676347.0,59144.0,,-676347.0,,,
March 2019,1172345.0,18013.0,,-1138944.0,,,
June 2019,1134075.0,72330.0,,-1134075.0,,,
September 2019,1067122.0,17940.0,,-1067122.0,,,
December 2019,875308.0,113296.0,,-875308.0,,,
March 2020,749890.0,97655.0,,-750383.0,,,
June 2020,881676.0,270574.0,,-883944.0,,,
September 2020,949515.0,151314.0,,-950192.0,,,
December 2020,756847.0,174088.0,,-757096.0,,,
March 2021,1034943.0,320273.0,,-960004.0,,,
June 2021,1023351.0,143613.0,,-1025418.0,,,
September 2021,1004843.0,135220.0,,-979746.0,,,
December 2021,856119.0,158039.0,,-811290.0,,,
March 2022,1507701.0,254065.0,,-1422707.0,,,
June 2022,1680608.0,159273.0,,-1545012.0,,,
