,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2008,280519.25,3428529.75,-3844798.75,,
March 2009,280519.25,3428529.75,-3844798.75,,
June 2009,280519.25,3428529.75,-3844798.75,,
September 2009,280519.25,3428529.75,-3844798.75,,
December 2009,165802.5,3334111.5,1689441.0,,
March 2010,165802.5,3334111.5,1689441.0,,
June 2010,210695.0,3510410.0,1311779.0,,
September 2010,234768.0,2493337.0,2014090.0,43625502.0,32843534.0
December 2010,309247.0,2946928.0,1580540.0,,
March 2011,236451.0,2868420.0,1393833.0,,
June 2011,303778.0,3264675.0,523291.0,44833992.0,34259208.0
September 2011,427468.0,3204292.0,-830658.0,45078202.0,34740072.0
December 2011,412234.0,3087723.0,1011290.0,47190617.0,37095615.0
