,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,225000.0,2716000.0,,,,
June 2010,225000.0,2976000.0,,,,
September 2010,225000.0,2941000.0,,,,
December 2010,225000.0,4258000.0,,92031000.0,79412000.0,
March 2011,125000.0,3815000.0,,,,
June 2011,125000.0,3106000.0,,86608000.0,72287000.0,
September 2011,125000.0,3476000.0,,116767000.0,99390000.0,
December 2011,125000.0,4644000.0,,113456000.0,96420000.0,
March 2012,2500.0,3894000.0,1385500.0,109703000.0,93683000.0,
June 2012,2500.0,4364000.0,1385500.0,105921000.0,92013000.0,
September 2012,2500.0,3694000.0,1385500.0,98874000.0,83760000.0,
December 2012,2500.0,3971000.0,1385500.0,99546000.0,84107000.0,
March 2013,25000.0,3367000.0,40750.0,97088000.0,81810000.0,
June 2013,25000.0,3323000.0,40750.0,91126000.0,76353000.0,
September 2013,25000.0,3374000.0,40750.0,90684000.0,74177000.0,
December 2013,25000.0,6674000.0,40750.0,95444000.0,72103000.0,
March 2014,50000.0,5439000.0,-594000.0,88711000.0,66207000.0,
June 2014,50000.0,4381000.0,381000.0,88703000.0,65155000.0,
September 2014,50000.0,4909000.0,-109000.0,89091000.0,66040000.0,
December 2014,50000.0,5246000.0,318000.0,89355000.0,61076000.0,
March 2015,25000.0,5476000.0,-10164000.0,75522000.0,55521000.0,
June 2015,25000.0,5229000.0,-2919000.0,74004000.0,54816000.0,
September 2015,25000.0,5219000.0,-3201000.0,69631000.0,53716000.0,
December 2015,25000.0,4571000.0,-1183000.0,66864000.0,45946000.0,
March 2016,,4486000.0,-613000.0,66200000.0,45528000.0,
June 2016,,4186000.0,833000.0,64129000.0,39913000.0,
September 2016,,4120000.0,-470000.0,62974000.0,38418000.0,
December 2016,,4082000.0,540000.0,62900000.0,33542000.0,
March 2017,25000.0,5037000.0,387000.0,66084000.0,31179000.0,
June 2017,25000.0,6107000.0,-1975000.0,67960000.0,32244000.0,
September 2017,25000.0,4771000.0,-1037000.0,64398000.0,28628000.0,
December 2017,25000.0,5623000.0,-992000.0,59014000.0,22242000.0,
March 2018,25000.0,5934000.0,-3785000.0,57031000.0,20354000.0,36677000.0
June 2018,25000.0,5482000.0,-6755000.0,59214000.0,23451000.0,35763000.0
September 2018,25000.0,4523000.0,-1221000.0,59831000.0,26657000.0,33174000.0
December 2018,25000.0,4454000.0,-566000.0,59637000.0,26323000.0,
March 2019,100000.0,5157000.0,-4150000.0,61557000.0,23959000.0,
June 2019,100000.0,5519000.0,-3418000.0,61112000.0,22420000.0,
September 2019,100000.0,5744000.0,-1788000.0,60780000.0,23457000.0,
December 2019,100000.0,5946000.0,-747000.0,57633000.0,23023000.0,
March 2020,75000.0,6174000.0,-447000.0,57215000.0,22847000.0,
June 2020,75000.0,2182000.0,-3728000.0,53443000.0,20590000.0,
September 2020,75000.0,3592000.0,5646000.0,58388000.0,18044000.0,
December 2020,75000.0,87000.0,-1818000.0,55499000.0,17809000.0,
March 2021,50000.0,2917000.0,11811000.0,65264000.0,31141000.0,
June 2021,50000.0,2448000.0,-428000.0,63018000.0,29756000.0,
September 2021,50000.0,2566000.0,7086000.0,73877000.0,23621000.0,
December 2021,50000.0,3379000.0,-532000.0,75809000.0,21775000.0,
