,NetIncomeLoss,Assets,AssetsCurrent
March 2009,-36079500.0,,
June 2009,-36079500.0,,
September 2009,-36079500.0,,
December 2009,-36079500.0,,
March 2010,25464000.0,,
June 2010,24878000.0,,
September 2010,879000.0,,
December 2010,-17508000.0,1529292000.0,142348000.0
March 2011,-40264000.0,,
June 2011,47394000.0,1637872000.0,135403000.0
September 2011,64596000.0,1708464000.0,154232000.0
December 2011,-29678000.0,1669733000.0,124123000.0
March 2012,9782000.0,1726446000.0,117636000.0
June 2012,40463000.0,1868148000.0,161165000.0
September 2012,-4946000.0,1947947000.0,163048000.0
December 2012,19104000.0,2007552000.0,163617000.0
March 2013,-1190000.0,2050346000.0,126109000.0
June 2013,38900000.0,2132823000.0,165215000.0
September 2013,-2568000.0,2157948000.0,153998000.0
December 2013,20545000.0,2397882000.0,176657000.0
March 2014,4405000.0,2499435000.0,195989000.0
June 2014,-8433000.0,2477710000.0,199302000.0
September 2014,83513000.0,2502542000.0,185861000.0
December 2014,129808000.0,2831816000.0,339898000.0
March 2015,4248000.0,2834121000.0,342110000.0
June 2015,-189036000.0,2455042000.0,230389000.0
September 2015,-647142000.0,1763898000.0,277385000.0
December 2015,-501914000.0,1204739000.0,255831000.0
March 2016,-138406000.0,1229373000.0,383168000.0
June 2016,-256654000.0,937397000.0,352745000.0
September 2016,-5491000.0,826003000.0,241700000.0
December 2016,-15169000.0,845987000.0,243943000.0
March 2017,1041959000.0,1392112000.0,122301000.0
June 2017,21365000.0,1414771000.0,108409000.0
September 2017,-19115000.0,1411349000.0,100845000.0
December 2017,-101469000.0,1139306000.0,95894000.0
March 2018,-11442000.0,1218569000.0,93045000.0
June 2018,-21993000.0,1334169000.0,146932000.0
September 2018,-12068000.0,1316837000.0,122826000.0
December 2018,78945000.0,1340669000.0,134431000.0
March 2019,-103540000.0,1302664000.0,80286000.0
June 2019,-45229000.0,1291216000.0,95774000.0
September 2019,-130935000.0,1145904000.0,84240000.0
December 2019,-189244000.0,988432000.0,80390000.0
March 2020,4917000.0,983326000.0,110889000.0
June 2020,-438726000.0,595167000.0,116806000.0
