,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2014,1812500.0,1250.0,,
June 2014,1812500.0,1250.0,,
September 2014,1812500.0,1250.0,,
December 2014,1812500.0,1250.0,,
March 2015,2548000.0,2837000.0,,
June 2015,2548000.0,2837000.0,,
September 2015,3411000.0,4605000.0,,
December 2015,4312000.0,5650000.0,210231000.0,199802000.0
March 2016,4639000.0,-1040000.0,,
June 2016,5763000.0,7598000.0,,
September 2016,7292000.0,3644000.0,419720000.0,403512000.0
December 2016,9619000.0,10280000.0,537596000.0,516403000.0
March 2017,10461000.0,4909000.0,455267000.0,432681000.0
June 2017,12135000.0,18849000.0,541258000.0,515318000.0
September 2017,13181000.0,10229000.0,642631000.0,615962000.0
December 2017,17029000.0,16811000.0,797164000.0,765813000.0
March 2018,17701000.0,9070000.0,739056000.0,706522000.0
June 2018,19484000.0,19343000.0,839405000.0,800406000.0
September 2018,22621000.0,20292000.0,873713000.0,825061000.0
December 2018,24086000.0,39435000.0,1117872000.0,1056523000.0
March 2019,25312000.0,10151000.0,1082377000.0,944609000.0
June 2019,29452000.0,27800000.0,1239451000.0,1084016000.0
September 2019,29185000.0,19422000.0,1415039000.0,1159127000.0
December 2019,32803000.0,50945000.0,1728761000.0,1449221000.0
March 2020,36794000.0,24057000.0,1767204000.0,1441811000.0
June 2020,40058000.0,25111000.0,1848971000.0,1491819000.0
September 2020,41079000.0,41247000.0,2138428000.0,1755987000.0
December 2020,48723000.0,151902000.0,2753645000.0,2310317000.0
March 2021,53918000.0,22642000.0,2602699000.0,2170149000.0
June 2021,53536000.0,47697000.0,2792948000.0,2347266000.0
September 2021,55847000.0,59384000.0,2988755000.0,2515917000.0
December 2021,62836000.0,8039000.0,3577340000.0,3091649000.0
March 2022,71999000.0,-14598000.0,3432721000.0,2955339000.0
June 2022,83483000.0,-19073000.0,3672746000.0,3196177000.0
