,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
June 2009,133186.0,,
September 2009,133186.0,,
December 2009,133186.0,,
March 2010,210162.0,,
June 2010,192444.0,,
September 2010,133186.0,,
December 2010,133186.0,2502158.0,1654886.0
March 2011,258034.0,,
June 2011,207875.0,1351857.0,119973.0
