,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,312759.5,676841.0,,,
June 2010,312759.5,676841.0,,,
September 2010,286724.0,567698.0,,,
December 2010,342867.0,985206.0,18101479.0,12585454.0,5516025.0
March 2011,406089.0,1540450.0,,,
June 2011,623308.0,1231031.0,,,
September 2011,547274.0,1392461.0,31291325.0,16127591.0,15163734.0
December 2011,587972.0,1271068.0,40316337.0,14275865.0,26040472.0
March 2012,720669.0,608455.0,48786621.0,15724419.0,33062202.0
June 2012,,,,,
