,NetIncomeLoss,Assets,AssetsCurrent
June 2005,-19143.333333333332,,
September 2005,-19143.333333333332,,
December 2005,-19143.333333333332,,
March 2006,-28984.25,,
June 2006,-28984.25,,
September 2006,-28984.25,,
December 2006,-28984.25,,
March 2007,-116138.0,,
June 2007,-116138.0,,
September 2007,-116138.0,,
December 2007,-116138.0,,
March 2008,-64720.5,,
June 2008,-64720.5,,
September 2008,-64720.5,,
December 2008,-64720.5,,
March 2009,-183024.0,,
June 2009,-183024.0,,
September 2009,-183024.0,,
December 2009,-183024.0,,
March 2010,-74425.0,,
June 2010,-111434.0,,
September 2010,-82199.0,,
December 2010,-35338.0,9177747.0,1239.0
March 2011,-55399.0,,
June 2011,-71863.0,9338016.0,2025.0
September 2011,-68502.0,9434461.0,964.0
December 2011,-6872010.0,2577179.0,958.0
March 2012,-63747.0,2562643.0,957.0
June 2012,,,
