,NetIncomeLoss,Assets
March 2010,3448250.0,
June 2010,3448250.0,
September 2010,3448250.0,
December 2010,3448250.0,
March 2011,4970000.0,
June 2011,4347000.0,
September 2011,3696000.0,
December 2011,3810000.0,2376918000.0
March 2012,4948000.0,
June 2012,3948000.0,
September 2012,3894000.0,
December 2012,3241000.0,2813201000.0
March 2013,4792000.0,2843630000.0
June 2013,4299000.0,2690218000.0
September 2013,5100000.0,2727219000.0
December 2013,4956000.0,2702764000.0
March 2014,5219000.0,2691971000.0
June 2014,5440000.0,2689842000.0
September 2014,4729000.0,2924793000.0
December 2014,4878000.0,3020869000.0
March 2015,5002000.0,3050504000.0
June 2015,4295000.0,3147315000.0
September 2015,4677000.0,3181434000.0
December 2015,5557000.0,3202584000.0
March 2016,3660000.0,3672616000.0
June 2016,6985000.0,3741428000.0
September 2016,7287000.0,3784628000.0
December 2016,8198000.0,3850094000.0
March 2017,9948000.0,3843956000.0
June 2017,8410000.0,3859636000.0
September 2017,8126000.0,4006828000.0
December 2017,-1716000.0,3991417000.0
March 2018,10445000.0,4069209000.0
June 2018,10612000.0,4188158000.0
September 2018,9076000.0,4286415000.0
December 2018,9946000.0,4408432000.0
March 2019,8771000.0,4555447000.0
June 2019,8204000.0,4768282000.0
September 2019,13139000.0,4808311000.0
December 2019,10121000.0,5055302000.0
March 2020,4551000.0,4996781000.0
June 2020,10793000.0,5041575000.0
September 2020,8582000.0,5588840000.0
December 2020,13062000.0,5514544000.0
March 2021,18677000.0,5576924000.0
June 2021,19794000.0,5426910000.0
September 2021,16080000.0,5398085000.0
December 2021,16103000.0,5430542000.0
March 2022,14127000.0,5516290000.0
June 2022,15874000.0,5647151000.0
