,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,262725000.0,262725000.0,,,
June 2008,262725000.0,262725000.0,,,
September 2008,262725000.0,262725000.0,,,
December 2008,262725000.0,262725000.0,,,
March 2009,236400000.0,235800000.0,,,
June 2009,235200000.0,235800000.0,,,
September 2009,229800000.0,229800000.0,,,
December 2009,190900000.0,225700000.0,,2671700000.0,2051000000.0
March 2010,232700000.0,232700000.0,27125000.0,,
June 2010,242900000.0,242900000.0,27125000.0,2778400000.0,2164100000.0
September 2010,238300000.0,247200000.0,27125000.0,2827100000.0,2215600000.0
December 2010,226500000.0,272200000.0,27125000.0,2933300000.0,2281200000.0
March 2011,261200000.0,269600000.0,44300000.0,3108200000.0,2465500000.0
June 2011,275500000.0,,52100000.0,3206400000.0,2559000000.0
September 2011,260300000.0,,43500000.0,3023200000.0,2398700000.0
December 2011,247600000.0,,48300000.0,3034000000.0,2402900000.0
March 2012,262500000.0,,55300000.0,3040000000.0,2392000000.0
June 2012,268000000.0,,43900000.0,3215700000.0,2525500000.0
September 2012,264200000.0,,20500000.0,3187200000.0,2516000000.0
December 2012,283000000.0,,5100000.0,3089600000.0,2450100000.0
March 2013,257200000.0,,42500000.0,2954600000.0,2336800000.0
June 2013,270300000.0,,46100000.0,2968600000.0,2355900000.0
September 2013,264600000.0,,53800000.0,2999100000.0,2385900000.0
December 2013,94200000.0,,58100000.0,2855900000.0,2275700000.0
March 2014,267900000.0,,47400000.0,2919700000.0,2326600000.0
June 2014,226100000.0,,53800000.0,3050200000.0,2451500000.0
September 2014,284600000.0,,52500000.0,3731400000.0,2676700000.0
December 2014,150600000.0,,41100000.0,3586500000.0,2589800000.0
March 2015,250000000.0,,19100000.0,3509200000.0,2553600000.0
June 2015,264400000.0,,71400000.0,3335400000.0,2380800000.0
September 2015,252700000.0,,32500000.0,3747700000.0,2810000000.0
December 2015,305600000.0,,4600000.0,4142000000.0,2727800000.0
March 2016,310500000.0,,22800000.0,4070500000.0,2647200000.0
June 2016,336700000.0,,20500000.0,4138600000.0,2721100000.0
September 2016,309400000.0,,40400000.0,4161800000.0,2751800000.0
December 2016,295900000.0,,36800000.0,4093600000.0,2688500000.0
March 2017,310700000.0,,30900000.0,4040200000.0,2637400000.0
June 2017,313100000.0,,40100000.0,4203900000.0,2796700000.0
September 2017,316400000.0,,37600000.0,4252500000.0,2837500000.0
December 2017,317900000.0,,400000.0,4252200000.0,2833800000.0
March 2018,323200000.0,,32100000.0,4277300000.0,2868500000.0
June 2018,347800000.0,,34800000.0,4501500000.0,2980500000.0
September 2018,334600000.0,,47600000.0,4625600000.0,3116600000.0
December 2018,342700000.0,,41800000.0,4653100000.0,3172000000.0
March 2019,344300000.0,,39100000.0,4869700000.0,3158100000.0
June 2019,344300000.0,,63500000.0,4910700000.0,3199800000.0
September 2019,344600000.0,,59300000.0,4868500000.0,3139400000.0
December 2019,375100000.0,,101000000.0,4808900000.0,3037900000.0
March 2020,345000000.0,,35700000.0,4950500000.0,3232500000.0
