,NetIncomeLoss,Assets
March 2018,1296000.0,
June 2018,764000.0,
September 2018,1888000.0,
December 2018,1534000.0,739416000.0
March 2019,1398000.0,
June 2019,1751000.0,770222000.0
September 2019,1785000.0,792843000.0
December 2019,949000.0,1252670000.0
March 2020,2406000.0,1262443000.0
June 2020,1040000.0,1496002000.0
September 2020,1117000.0,1543957000.0
December 2020,1107000.0,1514221000.0
March 2021,1090000.0,1575524000.0
June 2021,2163000.0,1608983000.0
September 2021,2696000.0,1637848000.0
December 2021,1462000.0,1644979000.0
March 2022,2109000.0,1689315000.0
June 2022,3179000.0,1690228000.0
