,OperatingExpenses,NetIncomeLoss,Assets
December 2013,0.0,0.0,35000.0
March 2014,16000.0,-16000.0,
June 2014,257000.0,-214000.0,69023000.0
September 2014,2775000.0,-2235000.0,311941000.0
December 2014,6338000.0,-4054000.0,458565000.0
March 2015,10020000.0,-7239000.0,656474000.0
June 2015,8502000.0,-2182000.0,735468000.0
September 2015,9103000.0,-2305000.0,741268000.0
December 2015,11224000.0,-4059000.0,726415000.0
March 2016,10826000.0,-3405000.0,717246000.0
June 2016,15148000.0,-6401000.0,804766000.0
September 2016,16446000.0,-4369000.0,785208000.0
December 2016,17892000.0,-5589000.0,773604000.0
March 2017,16713000.0,-4786000.0,799436000.0
June 2017,17170000.0,-5362000.0,786374000.0
September 2017,17554000.0,-5877000.0,775269000.0
December 2017,19059000.0,-7048000.0,760450000.0
March 2018,19074000.0,-6584000.0,741718000.0
June 2018,18409000.0,-6529000.0,780134000.0
September 2018,18216000.0,-5865000.0,772078000.0
December 2018,17962000.0,-5134000.0,773742000.0
March 2019,18229000.0,-4584000.0,822337000.0
June 2019,18594000.0,-5827000.0,867297000.0
September 2019,18992000.0,-4809000.0,909323000.0
December 2019,20295000.0,-6670000.0,901356000.0
March 2020,19552000.0,-6788000.0,897179000.0
June 2020,,-5286000.0,887711000.0
September 2020,,-12288000.0,877955000.0
December 2020,,-16600000.0,861846000.0
March 2021,,-13535000.0,851168000.0
June 2021,,-11052000.0,841442000.0
September 2021,,-7439500.0,832143000.0
December 2021,,-7439500.0,823051000.0
March 2022,,,810182000.0
June 2022,,,805941000.0
