,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,65077500.0,68299000.0,-6802250.0,,
June 2008,65077500.0,68299000.0,-6802250.0,,
September 2008,65077500.0,68299000.0,-6802250.0,,
December 2008,65077500.0,68299000.0,-6802250.0,,
March 2009,52557000.0,54918000.0,3626000.0,,
June 2009,52186000.0,50882000.0,-12407000.0,,
September 2009,51460000.0,56974000.0,-17450000.0,,
December 2009,57396000.0,58560000.0,-83267000.0,1392842000.0,996108000.0
March 2010,58309000.0,61481000.0,16615000.0,,
June 2010,62343000.0,67187000.0,-36443000.0,1388609000.0,1053411000.0
September 2010,56277000.0,65940000.0,219812000.0,1556029000.0,1207485000.0
December 2010,60883000.0,69688000.0,223091000.0,1650042000.0,1153175000.0
March 2011,62383000.0,70786000.0,,1672129000.0,1158564000.0
June 2011,65441000.0,70340000.0,,1688416000.0,1173810000.0
September 2011,64160000.0,68467000.0,,1717229000.0,1218405000.0
December 2011,63669000.0,70817000.0,,1526598000.0,1039801000.0
March 2012,66289000.0,69855000.0,7611250.0,1428161000.0,950868000.0
June 2012,66392000.0,70990000.0,7611250.0,1396326000.0,930804000.0
September 2012,59966000.0,68036000.0,7611250.0,1419946000.0,958229000.0
December 2012,58872000.0,66376000.0,7611250.0,1433533000.0,957837000.0
March 2013,68308000.0,63577000.0,-47667000.0,1397049000.0,895574000.0
June 2013,67362000.0,58912000.0,12976000.0,1372977000.0,870956000.0
September 2013,66790000.0,55793000.0,5426000.0,1368455000.0,879698000.0
December 2013,63948000.0,59277000.0,7210000.0,1352526000.0,853020000.0
March 2014,69752000.0,64079000.0,2166000.0,1279322000.0,792843000.0
June 2014,70082000.0,64783000.0,19236000.0,1291994000.0,805585000.0
September 2014,69917000.0,65324000.0,17250000.0,1398525000.0,790272000.0
December 2014,64817000.0,67845000.0,-6457000.0,1362304000.0,796301000.0
March 2015,59129000.0,62073000.0,16495000.0,1308347000.0,753245000.0
June 2015,59998000.0,59922000.0,6312000.0,1311274000.0,755922000.0
September 2015,55832000.0,64817000.0,-614000.0,1300898000.0,780208000.0
December 2015,55253000.0,59747000.0,4698000.0,1260418000.0,698408000.0
