,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2005,124944.0,-111617.54545454546,,
September 2005,124944.0,-111617.54545454546,,
December 2005,124944.0,-111617.54545454546,,
March 2006,124944.0,-111617.54545454546,,
June 2006,124944.0,-111617.54545454546,,
September 2006,124944.0,-111617.54545454546,,
December 2006,124944.0,-111617.54545454546,,
March 2007,124944.0,-111617.54545454546,,
June 2007,124944.0,-111617.54545454546,,
September 2007,124944.0,-111617.54545454546,,
December 2007,124944.0,-111617.54545454546,,
March 2008,124944.0,-111617.54545454546,,
June 2008,124944.0,-111617.54545454546,,
September 2008,124944.0,-111617.54545454546,,
December 2008,124944.0,-111617.54545454546,,
March 2009,124944.0,-111617.54545454546,,
June 2009,124944.0,-111617.54545454546,,
September 2009,124944.0,-111617.54545454546,,
December 2009,124944.0,-111617.54545454546,,
March 2010,124944.0,-111617.54545454546,,
June 2010,124944.0,-111617.54545454546,,
September 2010,73263.0,-73263.0,,
December 2010,96825.0,-96825.0,,
March 2011,99508.0,-99508.0,,
June 2011,124944.0,-111617.54545454546,1485488.0,25488.0
September 2011,84697.0,-93696.0,,
December 2011,78527.0,-88895.0,1481651.0,21651.0
March 2012,153583.0,-163865.0,1477332.0,17332.0
