,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,12667.0,11745.0,-12667.0,,
June 2016,362281.0,52243.0,-362281.0,,
September 2016,24172.0,8618.0,-24172.0,,
December 2016,57770.0,7174.0,-57770.0,123566.0,12937.0
March 2017,61961.0,0.0,-61961.0,,
June 2017,44476.0,4179.0,-44476.0,117649.0,1172.0
September 2017,213378.0,-27.0,-213378.0,114301.0,404.0
December 2017,91006.0,-14.0,-91006.0,112793.0,759.0
March 2018,76577.0,7596.0,-76576.0,114191.0,710.0
June 2018,71332.0,-243.0,-71330.0,108382.0,476.0
September 2018,45182.0,-35.0,-45181.0,108447.0,415.0
