,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,85375250.0,26911250.0,14538000.0,,
June 2019,85375250.0,26911250.0,14538000.0,,
September 2019,85375250.0,26911250.0,14538000.0,,
December 2019,85375250.0,26911250.0,14538000.0,,
March 2020,125452000.0,36086000.0,-10132000.0,,
June 2020,99109000.0,36032000.0,18539000.0,,
September 2020,109996000.0,38379000.0,17924000.0,,
December 2020,148035000.0,57409000.0,4257000.0,306766000.0,140253000.0
March 2021,159499000.0,42011000.0,-1146000.0,,
June 2021,404426000.0,48912000.0,-234532000.0,867232000.0,283487000.0
September 2021,161109000.0,48769000.0,2839000.0,905804000.0,329984000.0
December 2021,173247000.0,50679000.0,-16310000.0,899549000.0,342032000.0
March 2022,206215000.0,57328000.0,-92860000.0,990414000.0,337301000.0
June 2022,166762000.0,58829000.0,64496000.0,994303000.0,348999000.0
