,NetIncomeLoss,Assets
March 2009,6081250.0,
June 2009,6081250.0,
September 2009,6081250.0,
December 2009,6081250.0,
March 2010,6507000.0,
June 2010,6163000.0,
September 2010,7202000.0,
December 2010,10636000.0,1221255000.0
March 2011,8394000.0,
June 2011,4082000.0,1265324000.0
September 2011,5797000.0,1277399000.0
December 2011,-4080000.0,1286532000.0
March 2012,4056000.0,1298973000.0
June 2012,2167000.0,1328057000.0
September 2012,6078000.0,1368588000.0
December 2012,644000.0,1373131000.0
March 2013,5493000.0,1370875000.0
June 2013,34811000.0,1351162000.0
