,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2008,208018.6,-232070.8,,
March 2009,208018.6,-232070.8,,
June 2009,208018.6,-232070.8,,
September 2009,208018.6,-232070.8,,
December 2009,208018.6,-232070.8,,
March 2010,658963.5,-683536.5,,
June 2010,658963.5,-683536.5,,
September 2010,630574.0,-634940.0,,
December 2010,761553.0,-867813.0,616720.0,584269.0
March 2011,696649.0,-729789.0,,
June 2011,474072.0,-519660.0,,
September 2011,293556.0,-375379.0,202505.0,175533.0
December 2011,239102.0,-324398.0,235682.0,214057.0
March 2012,258222.0,-275498.0,188904.0,168849.0
June 2012,,,,
