,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2017,,-66.66666666666667,,
September 2017,,-66.66666666666667,,
December 2017,,-66.66666666666667,,
March 2018,,-5507.0,,
June 2018,5901.0,-5901.0,,
September 2018,7605.0,-7730.0,,
December 2018,11645.0,-12020.0,,
March 2019,572192.0,-23104.0,,
June 2019,509826.0,-9580.0,,
September 2019,655716.0,-657098.0,,
December 2019,1943745.0,-17434.0,4044935.0,731512.0
March 2020,1010694.0,-1494329.0,,
June 2020,691085.0,-560609.0,,
September 2020,771460.0,-638190.0,,
December 2020,188495.0,-314948.0,,
March 2021,689957.0,-470450.0,,
June 2021,538095.0,-314541.0,,
September 2021,544359.0,-414380.0,,
December 2021,988772.0,-1028998.0,,
