,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,5491.0,,,-14271.25,,,
March 2010,5491.0,,,-14271.25,,,
June 2010,5491.0,,,-14271.25,,,
September 2010,5491.0,,,-14271.25,2597.0,2597.0,
December 2010,15439.0,12000.0,,-17790.0,,,
March 2011,170801.0,21500.0,,-175527.0,,,
June 2011,91840.0,22000.0,,-96346.0,,,
September 2011,62337.0,38371.0,,-66966.0,1211122.0,11016.0,1200106.0
December 2011,46948.0,21000.0,-46948.0,-51414.0,,,
March 2012,69485.0,42000.0,74433.0,414427.0,1233966.0,93865.0,
June 2012,137612.0,55000.0,,43958.0,10000.0,169354.0,
September 2012,124166.0,33000.0,,-88092.0,1078835.0,56244.0,
December 2012,158871.0,40000.0,118871.0,-10662.0,1017795.0,52409.0,
March 2013,438325.0,55000.0,224454.0,-175811.0,1101978.0,164547.0,
June 2013,266049.0,58044.0,202005.0,-188140.0,,,
September 2013,65916.0,55851.0,,-256561.0,834846.0,16925.0,
December 2013,252076.0,30000.0,222076.0,-206625.0,789166.0,26400.0,
March 2014,1136142.0,30000.0,1106142.0,-1089260.0,714443.0,12832.0,
June 2014,1079306.0,-40000.0,1079306.0,-20768.0,1475858.0,835402.0,
September 2014,380962.0,17729.0,,1635532.0,1157844.0,553543.0,
December 2014,193756.0,17431.0,176325.0,-263133.0,,,
March 2015,10365671.0,19469.0,10107671.0,-10431293.0,325402.0,86872.0,
June 2015,398231.0,27195.0,251770.0,-461849.0,338367.0,90567.0,
September 2015,2156194.0,163555.0,,-2601825.0,1996638.0,1996638.0,
December 2015,453417.0,127150.0,326267.0,230071.0,1391655.0,1181206.0,
March 2016,362043.0,110493.0,,-235932.0,761216.0,753999.0,
June 2016,1297204.0,140962.0,,-1215004.0,869845.0,812048.0,
September 2016,792152.0,376554.0,,-1420878.0,417541.0,391426.0,
December 2016,3235520.0,599959.0,,-3164259.0,173956.0,146051.0,
March 2017,489617.0,156536.0,,-406929.0,198388.0,172238.0,
June 2017,481158.0,198004.0,,-408862.0,146153.0,121384.0,
September 2017,507803.0,132873.0,,-441111.0,250784.0,227396.0,
December 2017,321739.0,114852.0,,-1413148.0,177737.0,155730.0,
March 2018,584697.0,251136.0,,-505775.0,454689.0,433909.0,
June 2018,709099.0,210126.0,,-811348.0,10532670.0,10230369.0,
September 2018,1728725.0,296993.0,,-1690512.0,14088614.0,14056346.0,
December 2018,1092844.0,345895.0,,-1091947.0,13157682.0,13109476.0,
March 2019,1420284.0,479677.0,,-1417853.0,11651916.0,11185627.0,
June 2019,2153687.0,478108.0,,-2123227.0,9751630.0,9693247.0,
September 2019,2221909.0,440800.0,,-2200996.0,8008591.0,7960843.0,
December 2019,2067400.0,566015.0,,-2108089.0,,,
March 2020,3079980.0,772577.0,,-3068247.0,4168931.0,3525177.0,
June 2020,1146715.0,205613.0,,-1157743.0,2707042.0,3525177.0,
September 2020,679628.0,145250.0,,-635993.0,1829403.0,1338263.0,
December 2020,808485.0,121793.0,,-799735.0,982687.0,581776.0,
March 2021,1095505.0,175083.0,,-1088838.0,5974504.0,5724468.0,
June 2021,366632.0,169098.0,,-175580.0,6856675.0,6856675.0,
September 2021,1040130.0,150772.0,,-1040130.0,6753826.0,6243826.0,
December 2021,652048.0,129639.0,,-652048.0,5925418.0,5460418.0,
March 2022,800308.0,140919.0,,-800057.0,5133267.0,4713267.0,
June 2022,1381116.0,191258.0,,-1380918.0,4172099.0,3797099.0,
