,NetIncomeLoss,Assets,AssetsCurrent
March 2019,-11359750.0,,
June 2019,-11359750.0,,
September 2019,-11359750.0,,
December 2019,-11359750.0,,
March 2020,-15711000.0,,
June 2020,-15711000.0,,
September 2020,-11141000.0,,
December 2020,-7118000.0,1007512000.0,49038000.0
March 2021,-2042000.0,,
June 2021,3805000.0,,
September 2021,783000.0,1038835000.0,66721000.0
December 2021,-4653000.0,1046917000.0,67697000.0
March 2022,4640000.0,1049336000.0,61251000.0
June 2022,2707000.0,1080248000.0,70031000.0
