,NetIncomeLoss,Assets
March 2008,,
June 2008,,
September 2008,,
December 2008,,
March 2009,7678000.0,
June 2009,7156000.0,
September 2009,6147000.0,
December 2009,,1178518000.0
March 2010,4903000.0,
June 2010,4477000.0,1188119000.0
September 2010,4023000.0,1185495000.0
December 2010,,1183276000.0
March 2011,,1180875000.0
June 2011,,
September 2011,,1212193000.0
December 2011,,1286516000.0
March 2012,,1292641000.0
June 2012,,1296230000.0
September 2012,,1299072000.0
December 2012,,1354102000.0
March 2013,,1363655000.0
June 2013,,1452575000.0
September 2013,,1465647000.0
December 2013,,1473412000.0
March 2014,,1480930000.0
June 2014,,1548608000.0
September 2014,,1562977000.0
December 2014,,1575824000.0
March 2015,,1581279000.0
June 2015,,1603483000.0
September 2015,,1619908000.0
December 2015,,1661904000.0
March 2016,,1659282000.0
June 2016,,1654848000.0
September 2016,,1718443000.0
December 2016,,1825764000.0
March 2017,,1856430000.0
June 2017,,1870715000.0
September 2017,,1893993000.0
December 2017,,1953221000.0
March 2018,,1962785000.0
June 2018,,2021726000.0
September 2018,,2089165000.0
December 2018,,2131705000.0
March 2019,,2171646000.0
June 2019,,2295380000.0
September 2019,,2400444000.0
December 2019,,2546078000.0
March 2020,,2604762000.0
June 2020,,2622518000.0
September 2020,,2635686000.0
December 2020,,2720803000.0
March 2021,,2756921000.0
June 2021,,2855622000.0
September 2021,,2985010000.0
December 2021,,3215336000.0
March 2022,,3344735000.0
June 2022,,3851717000.0
