,OperatingExpenses,NetIncomeLoss,Assets
March 2009,613276.0,18599.25,
June 2009,613276.0,18599.25,
September 2009,613276.0,18599.25,
December 2009,613276.0,18599.25,
March 2010,624278.0,52191.5,
June 2010,649711.0,52191.5,
September 2010,623893.0,52191.5,
December 2010,573746.0,52191.5,4450493.0
March 2011,620506.0,59132.0,
June 2011,724454.0,-14601.0,4077786.0
September 2011,684438.0,17567.0,4078574.0
December 2011,883005.0,-158566.0,4018340.0
March 2012,908367.0,-199210.0,3708560.0
June 2012,715182.0,4605.0,3522678.0
September 2012,803316.0,-79919.0,3414019.0
