,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,2365.0,410.0,-7906500.0,,,
June 2010,2223.0,220.0,-7906500.0,,,
September 2010,1170.0,225.0,-7906500.0,,,
December 2010,9189242.0,1872145.0,-7906500.0,1.0,1227.0,
March 2011,1492000.0,276000.0,-4286250.0,,,
June 2011,1666.0,382.0,-4286250.0,5990.0,5948.0,
September 2011,1314.0,385.0,-4286250.0,5005.0,4940.0,
December 2011,5708020.0,1581233.0,-4286250.0,16627000.0,16519000.0,108000.0
March 2012,2481000.0,687000.0,-1588000.0,14964000.0,14666000.0,
June 2012,4887000.0,1478000.0,-3427000.0,13659000.0,13327000.0,
September 2012,3457000.0,1451000.0,-2144000.0,13494000.0,13154000.0,
December 2012,4009000.0,-3301000.0,-2128000.0,12168000.0,11770000.0,398000.0
March 2013,4091000.0,1634000.0,-3570000.0,9521000.0,9125000.0,
June 2013,3523000.0,1441000.0,-3120000.0,7313000.0,6951000.0,
September 2013,3589000.0,2211000.0,-3343000.0,13383000.0,12949000.0,
December 2013,3843000.0,1949000.0,-3047000.0,11471000.0,11136000.0,335000.0
March 2014,4855000.0,1784000.0,-4008000.0,8788000.0,8440000.0,
June 2014,4287000.0,1742000.0,-3874000.0,14984000.0,14108000.0,
September 2014,3949000.0,1767000.0,-3245000.0,11314000.0,10556000.0,
December 2014,4331000.0,2080000.0,-3107000.0,8602000.0,7948000.0,
March 2015,3991000.0,1579000.0,-2072000.0,8197000.0,7643000.0,
June 2015,3776000.0,1629000.0,-1792000.0,5658000.0,5125000.0,
September 2015,3552000.0,1555000.0,-1368000.0,3780000.0,3198000.0,
December 2015,3712000.0,1516000.0,-2588000.0,5927000.0,5333000.0,
March 2016,3825000.0,1949000.0,-1367000.0,5489000.0,4816000.0,
June 2016,3480000.0,1771000.0,-1331000.0,3818000.0,3039000.0,
September 2016,3747000.0,2014000.0,-2162000.0,10857000.0,8712000.0,
December 2016,2967000.0,1335000.0,-431000.0,9703000.0,7669000.0,
March 2017,3105000.0,1315000.0,-873000.0,8434000.0,6423000.0,
June 2017,3136000.0,1300000.0,-998000.0,10800000.0,7072000.0,
September 2017,3565000.0,1668000.0,-1115000.0,15704000.0,12064000.0,
December 2017,3568000.0,1795000.0,-1719000.0,13127000.0,9797000.0,
March 2018,3208000.0,1518000.0,-693000.0,12963000.0,9820000.0,
June 2018,2948000.0,1362000.0,-964000.0,11183000.0,8484000.0,
September 2018,2518000.0,1113000.0,-809000.0,9665000.0,7002000.0,
December 2018,2820000.0,1285000.0,-594000.0,13242000.0,10494000.0,261000.0
March 2019,2579000.0,1259000.0,-573000.0,12947000.0,9701000.0,249000.0
June 2019,2953000.0,1452000.0,-1264000.0,11346000.0,8358000.0,246000.0
September 2019,2435000.0,1167000.0,-1086000.0,9510000.0,6932000.0,
December 2019,3726000.0,1361000.0,-2375000.0,7436000.0,5434000.0,
March 2020,2339000.0,995000.0,-1010000.0,5600000.0,3997000.0,
June 2020,2391000.0,1043000.0,-1612000.0,5588000.0,4150000.0,
September 2020,3040000.0,901000.0,-1638000.0,16625000.0,15395000.0,
December 2020,3327000.0,1200000.0,-1345000.0,16572000.0,14650000.0,
March 2021,3017000.0,1142000.0,-1568000.0,13523000.0,11966000.0,
June 2021,3295000.0,1379000.0,-1657000.0,11859000.0,10571000.0,
September 2021,2685000.0,1015000.0,-1721000.0,10227000.0,9247000.0,
December 2021,2991000.0,10000.0,-1906000.0,22992000.0,22032000.0,
March 2022,2649000.0,1023000.0,-1437000.0,21307000.0,20535000.0,
June 2022,2843000.0,1146000.0,-1548000.0,19114000.0,18457000.0,
