,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2018,,0.0,,
March 2019,,0.0,,
June 2019,,0.0,,
September 2019,,0.0,10000.0,314093000.0
December 2019,28305000.0,0.0,10000.0,
March 2020,32146000.0,1085000.0,580272000.0,386001000.0
June 2020,43152000.0,14367000.0,525037000.0,330688000.0
September 2020,39793000.0,1973000.0,458067000.0,252058000.0
December 2020,34860000.0,7788000.0,552337000.0,253856000.0
March 2021,48348000.0,20475000.0,632524000.0,328900000.0
June 2021,60476000.0,34503000.0,618803000.0,307558000.0
September 2021,55365000.0,16293000.0,720614000.0,280938000.0
December 2021,59096000.0,20019000.0,1162051000.0,394945000.0
March 2022,75492000.0,36297000.0,1289419000.0,515778000.0
June 2022,87867000.0,55977000.0,1347553000.0,519213000.0
