,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,171500000.0,77650000.0,,,
June 2008,171500000.0,77650000.0,,,
September 2008,171500000.0,77650000.0,,,
December 2008,171500000.0,77650000.0,,,
March 2009,158800000.0,104200000.0,,,
June 2009,161700000.0,76800000.0,,,
September 2009,159900000.0,54000000.0,,,
December 2009,160600000.0,84400000.0,1763400000.0,759600000.0,989800000.0
March 2010,151800000.0,47000000.0,,,
June 2010,159800000.0,56000000.0,1632500000.0,684900000.0,947600000.0
September 2010,157500000.0,56500000.0,1727300000.0,549600000.0,1177700000.0
December 2010,157800000.0,92600000.0,1919500000.0,668300000.0,1251200000.0
March 2011,153500000.0,49900000.0,1825500000.0,603900000.0,1221600000.0
June 2011,154300000.0,58500000.0,1767100000.0,555000000.0,1212100000.0
September 2011,162600000.0,58400000.0,1775600000.0,568500000.0,1207100000.0
December 2011,173000000.0,93500000.0,1977100000.0,726900000.0,1250200000.0
March 2012,154500000.0,63400000.0,1903800000.0,634700000.0,1269100000.0
June 2012,139200000.0,56500000.0,1795600000.0,565800000.0,1229800000.0
September 2012,154500000.0,79600000.0,1821600000.0,598200000.0,1223400000.0
December 2012,154000000.0,96000000.0,1991800000.0,747400000.0,1244400000.0
March 2013,146400000.0,52900000.0,1902000000.0,673500000.0,1228500000.0
June 2013,142300000.0,57500000.0,1838500000.0,628600000.0,1209900000.0
September 2013,135200000.0,72800000.0,1849900000.0,659100000.0,1190800000.0
December 2013,158600000.0,75300000.0,1890300000.0,822400000.0,1067900000.0
March 2014,150500000.0,85300000.0,1807200000.0,781400000.0,1025800000.0
June 2014,142200000.0,49900000.0,1773400000.0,744800000.0,1028600000.0
September 2014,141000000.0,67500000.0,1789200000.0,785400000.0,1003800000.0
December 2014,141900000.0,91700000.0,1986200000.0,932600000.0,1053600000.0
March 2015,142900000.0,41000000.0,2027700000.0,895800000.0,1131900000.0
June 2015,161900000.0,-7900000.0,2092700000.0,769300000.0,1323400000.0
September 2015,167200000.0,59000000.0,2082400000.0,762900000.0,1319500000.0
December 2015,192400000.0,76700000.0,2266500000.0,959600000.0,1306900000.0
March 2016,163300000.0,30000000.0,2176000000.0,865800000.0,1310200000.0
June 2016,196100000.0,18800000.0,2162900000.0,854000000.0,1308900000.0
September 2016,164900000.0,-29400000.0,2016900000.0,764800000.0,1252100000.0
December 2016,186900000.0,78000000.0,2209200000.0,944400000.0,1264800000.0
March 2017,170700000.0,15500000.0,2279300000.0,860900000.0,1418400000.0
June 2017,162700000.0,45100000.0,2253700000.0,837600000.0,1416100000.0
September 2017,164100000.0,54100000.0,2301000000.0,882800000.0,1418200000.0
December 2017,175600000.0,26200000.0,2480900000.0,1093700000.0,1387200000.0
March 2018,152200000.0,63900000.0,1943300000.0,463700000.0,1479600000.0
June 2018,155200000.0,93000000.0,1961900000.0,518200000.0,1443700000.0
September 2018,158200000.0,50200000.0,1931400000.0,504700000.0,1426700000.0
