,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,18536250.0,13707250.0,-19628250.0,,
September 2009,18536250.0,13707250.0,-19628250.0,,
December 2009,18536250.0,13707250.0,-19628250.0,,
March 2010,18536250.0,13707250.0,-19628250.0,,
June 2010,16382000.0,14276000.0,-16260000.0,,
September 2010,16442000.0,14128000.0,-14427000.0,,
December 2010,13656000.0,15369000.0,-10180000.0,,
March 2011,15559000.0,14485000.0,9035000.0,374357000.0,297031000.0
June 2011,13478000.0,14451000.0,-6247000.0,358944000.0,284978000.0
September 2011,14008000.0,13489000.0,-9955000.0,355482000.0,284337000.0
December 2011,13193000.0,12904000.0,-46336000.0,303123000.0,246652000.0
March 2012,13882000.0,13765000.0,-21815000.0,295575000.0,236834000.0
