,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2016,,,,,,
June 2016,,,,,,
September 2016,,,,,,
December 2016,,,,,,
March 2017,8131750.0,1496250.0,-9936000.0,,,
June 2017,8131750.0,1496250.0,-9936000.0,,,
September 2017,8131750.0,1496250.0,-9936000.0,,,
December 2017,8131750.0,1496250.0,-9936000.0,,,
March 2018,51329750.0,7841500.0,-15311000.0,,,
June 2018,51329750.0,7841500.0,-156233000.0,,,
September 2018,51329750.0,7841500.0,-33888000.0,,,
December 2018,51329750.0,7841500.0,-25063000.0,366042000.0,355517000.0,10525000.0
March 2019,17493000.0,10790000.0,-30739000.0,,,
June 2019,40478000.0,13674000.0,-50530000.0,,,
September 2019,28493000.0,14223000.0,-36737000.0,,,
December 2019,30899000.0,18531000.0,-45416000.0,399281000.0,349896000.0,49385000.0
March 2020,24836000.0,20145000.0,-50569000.0,354847000.0,298168000.0,
June 2020,31568000.0,15659000.0,-47500000.0,314576000.0,255132000.0,
September 2020,14678000.0,12956000.0,-20290000.0,298315000.0,234111000.0,
December 2020,22648000.0,16226000.0,-33620000.0,280937000.0,223535000.0,57402000.0
March 2021,21035000.0,14051000.0,-35182000.0,389113000.0,328423000.0,
June 2021,21750000.0,14263000.0,-36609000.0,364758000.0,304189000.0,
September 2021,20846000.0,13039000.0,-36445000.0,355657000.0,291462000.0,
December 2021,23346000.0,13552000.0,-36348000.0,322409000.0,275321000.0,47088000.0
March 2022,28234000.0,13299000.0,-44296000.0,291505000.0,237438000.0,54067000.0
June 2022,21965000.0,13730000.0,-50916000.0,259159000.0,205323000.0,
