,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,138938.0,938650.0,,,
September 2010,400503.0,346274.0,,,
December 2010,189666.0,1426014.0,,,
March 2011,312219.0,1549131.0,17866772.0,3978646.0,13888126.0
June 2011,373576.0,1600308.0,,,
September 2011,1043622.0,337363.0,20300719.0,6335299.0,
December 2011,310701.0,1264046.0,20659959.0,6608415.0,14051544.0
March 2012,762031.0,-1049945.0,19841675.0,9137391.0,10704284.0
June 2012,613897.0,-483710.0,,,
September 2012,435034.0,802392.0,19796729.0,8391273.0,11405456.0
December 2012,226227.0,1315116.0,21638881.0,4354332.0,17284549.0
March 2013,2095325.0,-140314.0,22060023.0,4069682.0,17990341.0
June 2013,236432.0,79485.0,21836586.0,2949278.0,18887308.0
September 2013,229012.0,-199667.0,21645074.0,1955197.0,19689877.0
December 2013,208597.0,-180135.0,21595459.0,1346046.0,20249413.0
