,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,383306.75,3197794.25,,,
September 2009,383306.75,3197794.25,,,
December 2009,383306.75,3197794.25,,,
March 2010,383306.75,3197794.25,39541561.0,21574533.0,17967028.0
June 2010,3140181.0,2940869.0,,,
September 2010,1085029.0,3837414.0,,,
December 2010,767552.0,4490190.0,,,
March 2011,2201191.0,5181223.0,96817500.0,39314802.0,57502698.0
June 2011,1031046.0,4261714.0,111075767.0,52805790.0,58269977.0
September 2011,901068.0,458624.0,107994748.0,48514248.0,59480500.0
December 2011,41162.0,340145.0,109044715.0,48850064.0,60194651.0
