,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2013,2633.75,-3037.0,,
June 2013,2633.75,-3037.0,,
September 2013,2633.75,-3037.0,,
December 2013,2633.75,-3037.0,,
March 2014,3609.0,-4386.5,,
June 2014,5257.0,-4386.5,,
September 2014,3173.0,-4386.5,,
December 2014,2396.0,-4386.5,,
March 2015,12130.0,-8848.5,,
June 2015,3107.0,-8848.5,,
September 2015,3910.0,-8848.5,,
December 2015,14620.0,-8848.5,,
March 2016,14252.0,,,
June 2016,1569.0,,,
September 2016,9490.0,,,
December 2016,8169.0,,0.0,0.0
March 2017,5143.0,,0.0,
June 2017,7083.0,,0.0,
September 2017,5822.0,,0.0,
December 2017,13855.0,,0.0,0.0
March 2018,5376.0,,0.0,
June 2018,5942.0,,0.0,
September 2018,5582.0,,0.0,
December 2018,16582.0,,0.0,0.0
March 2019,4845.0,,0.0,
June 2019,6518.0,,0.0,
September 2019,5754.0,,0.0,
December 2019,15867.0,,1965.0,
March 2020,9857.0,,0.0,
June 2020,1538.0,,0.0,
September 2020,6760.0,,0.0,
December 2020,16315.0,,0.0,
March 2021,6357.0,,0.0,
June 2021,7019.0,,0.0,
September 2021,8419.0,,0.0,
December 2021,12285.0,,0.0,
March 2022,10822.0,,0.0,
June 2022,0.0,,0.0,
