,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,23262500.0,1153500.0,-409500.0,,
June 2019,23262500.0,1153500.0,-409500.0,,
September 2019,23262500.0,1153500.0,-409500.0,,
December 2019,23262500.0,1153500.0,-409500.0,,
March 2020,26265000.0,1375000.0,-9070000.0,,
June 2020,12195000.0,597000.0,-10397000.0,,
September 2020,18172000.0,577000.0,-2214000.0,437609.0,
December 2020,27749000.0,860000.0,1102662.0,464001300.0,3903088.0
March 2021,29358000.0,1452000.0,-3274000.0,463533143.0,3348743.0
June 2021,73604000.0,2988000.0,-139378000.0,342508000.0,174440000.0
September 2021,51531000.0,1880000.0,-215145000.0,997875000.0,797805000.0
December 2021,63973000.0,1875000.0,-17311000.0,1218806000.0,1000892000.0
March 2022,64898000.0,2230000.0,32507000.0,1199178000.0,982394000.0
June 2022,75067000.0,2601000.0,7931000.0,1214960000.0,995758000.0
