,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,5535500.0,5343750.0,,
June 2008,5535500.0,5343750.0,,
September 2008,5535500.0,5343750.0,,
December 2008,5535500.0,5343750.0,,
March 2009,6131000.0,5705000.0,,
June 2009,6743000.0,6638000.0,,
September 2009,7322000.0,8379000.0,,
December 2009,7902000.0,9326000.0,270644000.0,140441000.0
March 2010,8982000.0,7579000.0,,
June 2010,8507000.0,9112000.0,306528000.0,141953000.0
September 2010,9424000.0,11046000.0,332555000.0,152866000.0
December 2010,9172000.0,12355000.0,352905000.0,180048000.0
March 2011,10704000.0,9816000.0,363450000.0,191868000.0
June 2011,10668000.0,12423000.0,385667000.0,209317000.0
September 2011,10560000.0,,409227000.0,236497000.0
December 2011,17218000.0,,861951000.0,230208000.0
March 2012,14864000.0,12629000.0,865364000.0,239525000.0
June 2012,14875000.0,12629000.0,868721000.0,244523000.0
September 2012,14158000.0,12629000.0,883395000.0,270695000.0
December 2012,11377000.0,12629000.0,925946000.0,306177000.0
March 2013,15799000.0,6976000.0,928106000.0,314189000.0
June 2013,16761000.0,10420000.0,925255000.0,315033000.0
September 2013,19689000.0,11508000.0,915451000.0,313354000.0
December 2013,16452000.0,11093000.0,878602000.0,285315000.0
March 2014,15372000.0,3353000.0,839304000.0,255891000.0
June 2014,18256000.0,6038000.0,849340000.0,272137000.0
September 2014,18297000.0,6950000.0,872236000.0,302270000.0
December 2014,29146000.0,-2394000.0,880988000.0,317619000.0
March 2015,21302000.0,3522000.0,877263000.0,324934000.0
June 2015,19283000.0,5418000.0,877560000.0,335833000.0
September 2015,21399000.0,6862000.0,867971000.0,337760000.0
December 2015,21137000.0,8725000.0,850597000.0,329068000.0
March 2016,22925000.0,4560000.0,841023000.0,329819000.0
June 2016,22227000.0,8566000.0,859373000.0,357296000.0
September 2016,23131000.0,13508000.0,884930000.0,365965000.0
December 2016,23136000.0,9151000.0,882755000.0,367635000.0
March 2017,23608000.0,1442000.0,867122000.0,355925000.0
June 2017,27553000.0,6517000.0,956266000.0,271472000.0
September 2017,22240000.0,6372000.0,961221000.0,280154000.0
December 2017,32253000.0,25723000.0,975160000.0,292654000.0
March 2018,31998000.0,6391000.0,959736000.0,286011000.0
June 2018,26532000.0,-3367000.0,970080000.0,305813000.0
September 2018,28178000.0,18574000.0,1006920000.0,349096000.0
December 2018,26734000.0,33391000.0,1078518000.0,425309000.0
March 2019,29246000.0,19642000.0,1132654000.0,465190000.0
June 2019,28036000.0,29100000.0,1159739000.0,499177000.0
September 2019,28232000.0,21136000.0,1197063000.0,507743000.0
December 2019,29151000.0,17346000.0,1244276000.0,397410000.0
March 2020,35839000.0,12682000.0,1251088000.0,406253000.0
June 2020,26781000.0,6613000.0,1271750000.0,433712000.0
September 2020,26241000.0,18035000.0,1297099000.0,466478000.0
December 2020,33889000.0,32819000.0,1329677000.0,499737000.0
