,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,145948.25,82159.0,1602024.0,,
June 2010,145948.25,82159.0,1602024.0,,
September 2010,145948.25,38765.0,2462228.0,,
December 2010,145948.25,,3137353.0,26646219.0,20120443.0
March 2011,134233.0,116639.5,2089839.0,,
June 2011,154951.0,116639.5,1782409.0,,
September 2011,253721.0,309626.0,2517497.0,36670902.0,30016479.0
December 2011,64272.0,,317617.0,38728740.0,4813798.0
March 2012,45521.0,,1393.0,35333080.0,1203566.0
June 2012,29791.0,,-26569.0,35567888.0,1415621.0
September 2012,54712.0,,-34055.0,26594145.0,1359525.0
December 2012,26683.0,,0.0,2359957.0,1126884.0
March 2013,9470.0,,-4232.0,14066319.0,339203.0
June 2013,30150.0,,-26027.0,14265941.0,331389.0
September 2013,446094.0,,-443536.0,14350987.0,332971.0
December 2013,-236818.0,,-81742.0,3592602.0,2428132.0
March 2014,17843.0,,14981.0,2878124.0,1731086.0
June 2014,26442.0,,27181.0,3008684.0,1847700.0
September 2014,18786.0,,17216.0,2122782.0,979230.0
December 2014,,,-132158.0,3000697.0,1927142.0
March 2015,36806.0,,101618.0,,
June 2015,39589.0,,77631.0,3065197.0,1968862.0
September 2015,481806.0,,-504185.0,2448999.0,2443709.0
December 2015,,,192550.0,1957614.0,1952326.0
March 2016,36747.0,,55728.0,2519986.0,2514585.0
June 2016,141919.0,,-54524.0,2131410.0,2126012.0
September 2016,80302.0,,-27229.0,2104767.0,2053889.0
December 2016,-49621.0,,0.0,2240991.0,2071547.0
March 2017,10473.0,,154089.0,,
June 2017,22522.0,,-63128.0,5758251.0,5610615.0
September 2017,48005.0,,-874826.0,17131.0,17131.0
December 2017,104449.0,,-15644.0,65044.0,65044.0
March 2018,20752.0,,8060.0,57647.0,57203.0
June 2018,45205.0,,-16392.0,29845.0,29845.0
September 2018,14827.0,,34258.0,70872.0,70872.0
December 2018,33541.0,,-26241.0,45882.0,45882.0
March 2019,10897.0,,2126.0,64753.0,64753.0
June 2019,20525.0,,7271.0,130843.0,80843.0
September 2019,18731.0,,8192.0,166525.0,116525.0
December 2019,47316.0,,-23328.0,168435.0,168435.0
March 2020,27878.0,,-12054.0,195858.0,195858.0
June 2020,30122.0,,-4373.0,235385.0,167975.0
September 2020,22786.0,,3331.0,263404.0,168196.0
December 2020,9974.0,,29469.0,314387.0,205258.0
March 2021,20695.0,,9587.0,336901.0,223303.0
June 2021,57413.0,,3424.0,355289.0,237218.0
September 2021,62585.0,,49574.0,486148.0,298096.0
December 2021,125723.0,,-50561.0,592429.0,398875.0
March 2022,87562.0,,1135.0,591949.0,391228.0
June 2022,44653.0,,8171.0,601943.0,396661.0
