,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2016,500.0,,-500.0,,
December 2016,500.0,,-500.0,,
March 2017,4720500.0,3294000.0,-3357000.0,,
June 2017,4720500.0,3420000.0,-4057000.0,,
September 2017,4720500.0,3333000.0,-3310000.0,,
December 2017,4720500.0,6792000.0,-23054000.0,55193000.0,55154000.0
March 2018,10200000.0,8106000.0,-9859000.0,137245000.0,136845000.0
June 2018,14113000.0,11845000.0,-13591000.0,128780000.0,128372000.0
September 2018,9032000.0,6765000.0,-8407000.0,117426000.0,117023000.0
December 2018,6360000.0,4349000.0,-5757000.0,109939000.0,109534000.0
March 2019,11691000.0,8852000.0,-11069000.0,145080000.0,144678000.0
June 2019,19169000.0,16553000.0,-18332000.0,136658000.0,136088000.0
September 2019,25161000.0,6331000.0,-24448000.0,121963000.0,121281000.0
December 2019,29436000.0,41898000.0,-28890000.0,81587000.0,64186000.0
March 2020,9557000.0,4841000.0,-7038000.0,78206000.0,77581000.0
June 2020,5652000.0,1788000.0,-8455000.0,74342000.0,73749000.0
September 2020,16683000.0,8942000.0,-14779000.0,150397000.0,117411000.0
December 2020,25202000.0,18763000.0,-6406000.0,153835000.0,100336000.0
March 2021,17373000.0,11743000.0,-21319000.0,282073000.0,229106000.0
June 2021,15641000.0,10616000.0,-10854000.0,268778000.0,216303000.0
September 2021,17139000.0,11926000.0,-14013000.0,257195000.0,199025000.0
December 2021,21010000.0,14658000.0,-15813000.0,338938000.0,282438000.0
March 2022,20284000.0,13483000.0,4618000.0,340451000.0,281532000.0
June 2022,22707000.0,16178000.0,-22538000.0,329904000.0,264088000.0
