,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,,,,,
June 2017,,,,,
September 2017,,,,,
December 2017,,,,,
March 2018,6664500.0,453500.0,-5409000.0,,
June 2018,6664500.0,453500.0,-5409000.0,,
September 2018,6664500.0,453500.0,-5409000.0,,
December 2018,6664500.0,453500.0,-5409000.0,183471000.0,
March 2019,11681000.0,1171000.0,314092000.0,,
June 2019,20848000.0,2300000.0,185999000.0,,
September 2019,27561000.0,2605000.0,604410000.0,,
December 2019,43421000.0,6079000.0,62005000.0,2090442000.0,1570012000.0
March 2020,38584000.0,4590000.0,76040000.0,1927926000.0,1403780000.0
June 2020,31802000.0,3631000.0,-106977000.0,1910287000.0,1401860000.0
September 2020,39632000.0,4734000.0,69033000.0,1918929000.0,1393954000.0
December 2020,43496000.0,7411000.0,-111233000.0,1925682000.0,1372172000.0
March 2021,40496000.0,5102000.0,-161312000.0,1881282000.0,1320344000.0
June 2021,44433000.0,5199000.0,57054000.0,1838611000.0,1162078000.0
September 2021,55684000.0,6473000.0,77916000.0,1535199000.0,1103864000.0
December 2021,402447000.0,6557000.0,-369765000.0,1397738000.0,1079718000.0
March 2022,42975000.0,4039000.0,-32638000.0,1371001000.0,1063405000.0
June 2022,32186000.0,4302000.0,-20221000.0,1332213000.0,1026050000.0
