,NetIncomeLoss,Assets,AssetsCurrent
March 2007,211116000.0,,
June 2007,211116000.0,,
September 2007,211116000.0,,
December 2007,211116000.0,,
March 2008,290507000.0,,
June 2008,416164000.0,,
September 2008,310533000.0,,
December 2008,293343000.0,4954431000.0,1466733000.0
March 2009,348581000.0,,
June 2009,387440000.0,5608533000.0,1590119000.0
September 2009,364134000.0,5715458000.0,1218787000.0
December 2009,276064000.0,6264261000.0,1723370000.0
March 2010,290853000.0,6724803000.0,1901655000.0
June 2010,224393000.0,6514965000.0,1735481000.0
September 2010,198524000.0,6500689000.0,1770659000.0
December 2010,241687000.0,6726984000.0,1863498000.0
March 2011,250612000.0,6611903000.0,1704137000.0
June 2011,266586000.0,6730623000.0,1769208000.0
September 2011,256854000.0,6839235000.0,1930272000.0
December 2011,188490000.0,6964157000.0,1992683000.0
March 2012,185169000.0,7025538000.0,2131924000.0
June 2012,201461000.0,7082897000.0,2044620000.0
September 2012,178186000.0,7179750000.0,2098831000.0
December 2012,155661000.0,7235286000.0,2132943000.0
March 2013,175989000.0,7266859000.0,2073575000.0
June 2013,185334000.0,7312502000.0,1862787000.0
September 2013,94748000.0,7342608000.0,1817552000.0
December 2013,92615000.0,8391434000.0,2718110000.0
March 2014,145810000.0,8327987000.0,2165656000.0
June 2014,89713000.0,8362322000.0,2076864000.0
September 2014,52645000.0,8036512000.0,1771705000.0
December 2014,98843000.0,8021289000.0,899059000.0
March 2015,-255709000.0,7535829000.0,843797000.0
June 2015,90386000.0,7875642000.0,822430000.0
September 2015,136422000.0,7850496000.0,841077000.0
December 2015,-245384000.0,7149894000.0,669595000.0
March 2016,87425000.0,6944599000.0,615034000.0
June 2016,-589937000.0,6505278000.0,546417000.0
September 2016,13927000.0,6409175000.0,477123000.0
December 2016,116082000.0,6371877000.0,505807000.0
March 2017,23539000.0,6268943000.0,515503000.0
June 2017,15949000.0,6193263000.0,580176000.0
September 2017,10799000.0,6198228000.0,648477000.0
December 2017,-31941000.0,6250570000.0,886653000.0
March 2018,19321000.0,6193083000.0,879969000.0
June 2018,-69274000.0,6112779000.0,844193000.0
September 2018,-51112000.0,6068323000.0,814435000.0
December 2018,-79207000.0,6035694000.0,785938000.0
March 2019,-73328000.0,6112484000.0,732802000.0
June 2019,-113988000.0,5977236000.0,590664000.0
September 2019,-95128000.0,5871034000.0,514422000.0
December 2019,-74770000.0,5834044000.0,476795000.0
March 2020,-861940000.0,5378333000.0,844070000.0
June 2020,-144820000.0,5280633000.0,784959000.0
September 2020,-98606000.0,5101873000.0,652286000.0
December 2020,-149538000.0,4948453000.0,625315000.0
March 2021,-361681000.0,4679442000.0,581984000.0
June 2021,-47293000.0,1765451000.0,333009000.0
September 2021,-5182000.0,1691733000.0,284682000.0
December 2021,-124869000.0,1531440000.0,271504000.0
March 2022,-34354000.0,1512736000.0,254674000.0
June 2022,-21929000.0,1514723000.0,274869000.0
