,OperatingExpenses,NetIncomeLoss,Assets
March 2015,1186250.0,4190750.0,
June 2015,1186250.0,4190750.0,
September 2015,1186250.0,4190750.0,
December 2015,1186250.0,4190750.0,
March 2016,1899000.0,861000.0,
June 2016,2133000.0,8870000.0,
September 2016,2169000.0,10016000.0,
December 2016,2368000.0,11410000.0,6265403000.0
March 2017,2988000.0,10377000.0,6583564000.0
June 2017,4451000.0,14156000.0,6630373000.0
September 2017,5328000.0,17432000.0,7164003000.0
December 2017,5661000.0,17097000.0,7394893000.0
March 2018,6602000.0,23391000.0,7604875000.0
June 2018,5599000.0,23953000.0,4031733000.0
September 2018,9103000.0,20972000.0,4611924000.0
December 2018,7610000.0,21428000.0,5231845000.0
March 2019,7601000.0,24248000.0,5094035000.0
June 2019,8214000.0,17349000.0,6184905000.0
September 2019,6984000.0,23855000.0,5211434000.0
December 2019,8130000.0,24513000.0,5057018000.0
March 2020,,13599250.0,5455681000.0
June 2020,,13599250.0,5235607000.0
September 2020,,13599250.0,5231865000.0
December 2020,,13599250.0,4965612000.0
March 2021,,30092000.0,5272880000.0
June 2021,,31077000.0,5523339000.0
September 2021,,,5753498000.0
December 2021,,,6703239000.0
March 2022,,35468000.0,7149763000.0
June 2022,,25061000.0,7713609000.0
