,OperatingExpenses,NetIncomeLoss,Assets
December 2011,913000.0,,
March 2012,565000.0,2688000.0,
June 2012,1528000.0,6474000.0,
September 2012,2003000.0,11768000.0,
December 2012,5135000.0,,534876000.0
March 2013,5044000.0,13075000.0,
June 2013,5552000.0,109222000.0,2742442000.0
September 2013,11492000.0,63145000.0,2931844000.0
December 2013,20386000.0,,5958658000.0
March 2014,9899000.0,,6998834000.0
June 2014,29522000.0,,7039316000.0
September 2014,25311000.0,,7773401000.0
December 2014,40167000.0,,8089244000.0
March 2015,22270000.0,,7467622000.0
June 2015,34952000.0,,14394798000.0
September 2015,32902000.0,,15356218000.0
December 2015,27699000.0,,15192722000.0
March 2016,25016000.0,,17571777000.0
June 2016,36280000.0,,17905148000.0
September 2016,40575000.0,,17704382000.0
December 2016,72339000.0,,18399529000.0
March 2017,68441000.0,,20029987000.0
June 2017,139360000.0,,23000015000.0
September 2017,117060000.0,,21404833000.0
December 2017,97716000.0,,22213562000.0
March 2018,107817000.0,,22011941000.0
June 2018,119753000.0,,22943731000.0
September 2018,192107000.0,,30090769000.0
December 2018,189727000.0,,31691013000.0
March 2019,180387000.0,,33409568000.0
June 2019,201863000.0,,36792375000.0
September 2019,496467000.0,,41347925000.0
December 2019,335803000.0,,44863454000.0
March 2020,302918000.0,,24193475000.0
June 2020,431519000.0,,23752149000.0
September 2020,469570000.0,,30406364000.0
December 2020,589683000.0,,33252114000.0
March 2021,503572000.0,,35184129000.0
June 2021,497932000.0,,37250397000.0
September 2021,723859000.0,,41604115000.0
December 2021,891709000.0,,39742190000.0
March 2022,802879000.0,,37868547000.0
June 2022,1136743000.0,,34553847000.0
