,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,285784.0,816888.0,-1302498.0,,,
June 2010,367395.0,922029.0,-2225968.0,,,
September 2010,295781.0,666205.0,-1208122.0,,,
December 2010,309100.0,714759.0,-298005.0,9020513.0,1996265.0,5648764.0
March 2011,273798.0,659093.0,-1161623.0,,,
June 2011,242164.0,553411.0,-1013116.0,7581664.0,1355028.0,5003458.0
September 2011,233087.0,566541.0,-1039542.0,7542266.0,1597444.0,4797004.0
December 2011,197504.0,497761.0,-855811.0,7062420.0,1349456.0,4640504.0
March 2012,192960.0,476299.0,-843409.0,6831977.0,1312738.0,4522041.0
June 2012,171252.0,513769.0,-858146.0,8379583.0,1539392.0,5853855.0
September 2012,152985.0,375767.0,-851725.0,7844911.0,1193463.0,5740331.0
December 2012,315734.0,425386.0,-978069.0,7328117.0,1115982.0,5366600.0
March 2013,165285.0,260690.0,-656590.0,6763373.0,998075.0,4985151.0
June 2013,211183.0,351726.0,-822785.0,6390887.0,1079765.0,4592745.0
September 2013,201244.0,302093.0,-743269.0,6256378.0,1376451.0,4189209.0
December 2013,210530.0,373541.0,-858270.0,5901614.0,1487324.0,3775676.0
March 2014,187595.0,469073.0,-868291.0,5946951.0,1781151.0,3571745.0
June 2014,184423.0,411279.0,-709715.0,5574049.0,1586025.0,3453284.0
September 2014,172556.0,389876.0,-678859.0,4993998.0,1171695.0,3333521.0
December 2014,225968.0,503312.0,318028.0,5461867.0,1815999.0,3213758.0
March 2015,204159.0,446157.0,-738273.0,4907329.0,1436931.0,3096597.0
June 2015,219335.0,495034.0,-729379.0,5176766.0,1870260.0,2978136.0
September 2015,172169.0,502165.0,-866090.0,5116625.0,1971855.0,2858373.0
December 2015,167884.0,237294.0,-366212.0,7429067.0,926805.0,6244845.0
March 2016,136159.0,318801.0,-646343.0,8209547.0,1939086.0,6046209.0
June 2016,135331.0,384900.0,-536243.0,7445062.0,1404397.0,5849578.0
September 2016,119011.0,304612.0,-685982.0,6712981.0,908002.0,5644965.0
December 2016,54903.0,300446.0,-2585058.0,4336075.0,793397.0,3415937.0
March 2017,60129.0,303687.0,-462740.0,10655128.0,6365098.0,4196005.0
June 2017,48192.0,327201.0,-543045.0,10192094.0,6044432.0,4082978.0
September 2017,90294.0,315490.0,-538245.0,9437624.0,5409711.0,3968710.0
December 2017,41333.0,531640.0,-392258.0,8543317.0,4635152.0,3854442.0
March 2018,45376.0,376360.0,-575415.0,8090092.0,4297627.0,3744222.0
June 2018,37500.0,355482.0,-585110.0,7595767.0,3937126.0,3615878.0
September 2018,76889.0,378955.0,-649726.0,7081015.0,3541773.0,3501960.0
