,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,43495.0,630271.0,-240232.0,,,
June 2011,22166.0,733286.0,-241225.0,4069740.0,2905098.0,1164642.0
September 2011,43121.0,698635.0,45569.0,4022609.0,2919199.0,1103410.0
December 2011,40483.0,616039.0,12931.0,4583735.0,3122018.0,1461717.0
March 2012,152906.0,816177.0,-97155.0,4534730.0,3098699.0,1436031.0
June 2012,144770.0,875551.0,-97044.0,4337842.0,3150170.0,1187672.0
September 2012,72395.0,763729.0,-4371.0,5399138.0,3495729.0,1903409.0
December 2012,7445.0,1161082.0,223244.0,5146093.0,3966490.0,1179603.0
March 2013,2303.0,721835.0,-256.0,4854239.0,4079698.0,774541.0
June 2013,6457.0,711169.0,195515.0,5269947.0,4205794.0,1064153.0
September 2013,7076.0,659163.0,155810.0,6112518.0,4523764.0,1588754.0
December 2013,8691.0,872839.0,229294.0,6358751.0,4985762.0,1372989.0
March 2014,6996.0,750344.0,76445.0,5859212.0,4688907.0,1170305.0
June 2014,3585.0,642640.0,47607.0,5788801.0,4714279.0,1074522.0
September 2014,6536.0,689766.0,53234.0,5694753.0,4661546.0,1033207.0
December 2014,6124.0,783009.0,-143996.0,5486377.0,4441737.0,1044640.0
March 2015,11282.0,819386.0,87162.0,5353427.0,4420068.0,933359.0
June 2015,1278.0,795011.0,-194782.0,6957270.0,4902414.0,2054856.0
September 2015,5108.0,841343.0,-170873.0,6912083.0,3934060.0,2978023.0
December 2015,4389.0,937948.0,-120778.0,6842696.0,3596453.0,3246243.0
March 2016,3865.0,1051495.0,-136854.0,7363399.0,3471961.0,3891438.0
June 2016,18274.0,954488.0,215204.0,8278570.0,3873642.0,4404928.0
September 2016,8654.0,882201.0,-74613.0,8141756.0,3968775.0,4172981.0
December 2016,45362.0,1088027.0,139114.0,6980794.0,4080246.0,2900548.0
March 2017,7733.0,1000140.0,-124372.0,6489340.0,4255936.0,2233404.0
June 2017,23972.0,1192708.0,164988.0,6786965.0,4531556.0,2255409.0
September 2017,4452.0,888105.0,272049.0,7644714.0,4925043.0,2719671.0
December 2017,10529.0,1026164.0,270386.0,7860613.0,5306615.0,2553998.0
March 2018,40965.0,1010474.0,-179836.0,6946804.0,4765282.0,2181522.0
June 2018,15620.0,1229435.0,410538.0,6928196.0,5062024.0,1866172.0
September 2018,28827.0,1112318.0,464408.0,6966369.0,5145329.0,1821040.0
December 2018,33353.0,1258870.0,-180145.0,6856684.0,5211273.0,1645411.0
March 2019,1760.0,1061508.0,7955.0,6914640.0,5189736.0,1724904.0
June 2019,14244.0,1217112.0,266763.0,6664436.0,5183578.0,1480858.0
September 2019,57040.0,1339651.0,531035.0,7757102.0,6274400.0,1482702.0
December 2019,199112.0,1235496.0,-488.0,9056000.0,5612898.0,3443102.0
March 2020,19322.0,932790.0,-10194.0,8268953.0,5525695.0,2743258.0
June 2020,20373.0,1037504.0,33574.0,8368081.0,6083912.0,2284169.0
September 2020,15827.0,843781.0,29513.0,8195291.0,6052467.0,2142824.0
December 2020,227899.0,856837.0,254000.0,5303886.0,5192450.0,111436.0
March 2021,8474.0,935985.0,616007.0,6680071.0,6233692.0,446379.0
June 2021,365.0,948581.0,153635.0,7146257.0,6488225.0,658032.0
September 2021,0.0,753980.0,186811.0,8158557.0,7632182.0,526375.0
December 2021,460715.0,923457.0,754198.0,9001674.0,8384697.0,616977.0
March 2022,0.0,1086396.0,1261840.0,10298623.0,9300956.0,997667.0
June 2022,0.0,1133411.0,-242324.0,9233921.0,8017236.0,1216685.0
