,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1147750.0,,,
June 2010,1147750.0,,,
September 2010,1147750.0,,,
December 2010,1147750.0,,,
March 2011,1887000.0,,,
June 2011,2368000.0,,,
September 2011,2811000.0,,,
December 2011,2711000.0,,24855000.0,18074000.0
March 2012,3419000.0,,,
June 2012,3441000.0,,,
September 2012,3795000.0,,,
December 2012,5675000.0,,147114000.0,125975000.0
March 2013,4555000.0,6619750.0,157710000.0,134745000.0
June 2013,5060000.0,6619750.0,172548000.0,148618000.0
September 2013,5685000.0,6619750.0,258956000.0,233446000.0
December 2013,6464000.0,6619750.0,278488000.0,243188000.0
March 2014,7777000.0,4917000.0,306760000.0,250547000.0
June 2014,9275000.0,4861000.0,333319000.0,274024000.0
September 2014,9870000.0,5278000.0,356003000.0,296589000.0
December 2014,11379000.0,7033000.0,383777000.0,323530000.0
March 2015,10684000.0,3243000.0,420768000.0,289742000.0
June 2015,10189000.0,5337000.0,449359000.0,313390000.0
September 2015,10827000.0,4103000.0,465007000.0,330238000.0
December 2015,9622000.0,6869000.0,469121000.0,328559000.0
March 2016,11225000.0,6133000.0,469323000.0,329269000.0
June 2016,11971000.0,7249000.0,468377000.0,328815000.0
September 2016,11604000.0,9391000.0,507333000.0,351905000.0
December 2016,12989000.0,9855000.0,501778000.0,339838000.0
March 2017,11044000.0,6603000.0,486560000.0,316305000.0
June 2017,12892000.0,3066000.0,510964000.0,332932000.0
September 2017,13340000.0,5002000.0,552549000.0,316056000.0
December 2017,15210000.0,2056000.0,577776000.0,340469000.0
March 2018,16448000.0,32581000.0,606547000.0,363040000.0
June 2018,16728000.0,-254000.0,593255000.0,361892000.0
September 2018,14032000.0,7447000.0,513220000.0,280590000.0
December 2018,11689000.0,14913000.0,531488000.0,306721000.0
March 2019,14986000.0,7522000.0,587497000.0,320968000.0
June 2019,13594000.0,3299000.0,592953000.0,333111000.0
September 2019,13533000.0,4934000.0,617237000.0,363977000.0
December 2019,15103000.0,4353000.0,630512000.0,376980000.0
March 2020,13069000.0,4318000.0,614965000.0,369696000.0
June 2020,12485000.0,18987000.0,626331000.0,386491000.0
September 2020,10617000.0,22582000.0,688282000.0,450661000.0
December 2020,9867000.0,25879000.0,729644000.0,489070000.0
March 2021,10731000.0,29514000.0,755144000.0,440588000.0
June 2021,11993000.0,29454000.0,795852000.0,484417000.0
September 2021,13565000.0,16029000.0,841177000.0,375676000.0
December 2021,15725000.0,16886000.0,851710000.0,388215000.0
March 2022,13626000.0,26572000.0,795978000.0,339719000.0
June 2022,17162000.0,19445000.0,848568000.0,163256000.0
