,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2008,134815.6,-4902.0,,,
March 2009,134815.6,-3281.6666666666665,,,
June 2009,134815.6,-3281.6666666666665,,,
September 2009,134815.6,-3281.6666666666665,,,
December 2009,134815.6,-347179.0,,,
March 2010,358065.0,-369358.0,,,
June 2010,2597726.0,-2599125.0,,,
September 2010,443705.0,-453846.0,,,
December 2010,-177432.0,160837.0,544599.0,46680.0,233929.0
March 2011,362959.0,-402311.0,,,
June 2011,965218.0,-1593424.0,551886.0,51567.0,238929.0
September 2011,107791.0,-445524.0,544645.0,44326.0,
December 2011,321122.0,-341809.0,687923.0,187104.0,
March 2012,375161.0,-632947.0,579642.0,78823.0,
June 2012,333761.0,-366135.0,,,
September 2012,930875.0,-698648.0,515557.0,14738.0,
December 2012,1396532.0,-1792604.0,131770.0,6770.0,
March 2013,635494.0,-662504.0,,,
June 2013,879717.0,-2661452.0,429310.0,28298.0,
September 2013,1023551.0,-1509482.0,423913.0,15541.0,
December 2013,224709.0,-920560.0,41137.0,10304.0,30833.0
March 2014,470460.0,-1264802.0,72551.0,41718.0,30833.0
June 2014,815273.0,-917335.0,41644.0,10811.0,30833.0
September 2014,744816.0,-705950.0,13290.0,13290.0,
December 2014,333482.0,-782486.0,13653.0,13653.0,
March 2015,212375.0,-148948.0,7163.0,7163.0,
June 2015,177637.0,-198090.0,6426.0,6426.0,
September 2015,138637.0,-174548.0,6571.0,6571.0,
December 2015,161744.0,-190013.0,14502.0,14502.0,
March 2016,173864.0,-196325.0,6585.0,6585.0,
June 2016,155435.0,-179282.0,61336.0,61336.0,
September 2016,902102.0,-1066039.0,577731.0,117796.0,
December 2016,835597.0,-838617.0,1035044.0,312129.0,
March 2017,569297.0,-657047.0,913841.0,129417.0,
June 2017,314718.0,-414642.0,1089335.0,55134.0,
September 2017,90718.0,-75116.0,1208288.0,144807.0,
December 2017,2366358.0,-2724399.0,1050924.0,116150.0,
March 2018,479341.0,-313999.0,1075130.0,128647.0,
June 2018,547832.0,-615161.0,1163719.0,119067.0,
September 2018,504201.0,-469164.0,1262615.0,112284.0,
December 2018,1451716.0,-1677315.0,3180.0,3180.0,
March 2019,351986.0,-756068.0,3697.0,3697.0,
June 2019,381048.0,-409233.0,17646.0,17646.0,
September 2019,361608.0,-411824.0,11494.0,11494.0,
