,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2015,2273.0,-2273.0,15777.0,14514.0
June 2015,2500.0,-2500.0,,
September 2015,1202.0,-1006.0,,
December 2015,8171.0,-7016.0,,
March 2016,10922.0,-1022.0,7197.0,6302.0
June 2016,3391.0,-3779.0,8761.0,8003.0
September 2016,10279.0,-607.0,20743.0,20087.0
December 2016,4190.0,-4190.0,24339.0,23787.0
March 2017,14728.0,-14732.0,41255.0,40766.0
June 2017,1688.0,-1590.0,42365.0,41932.0
September 2017,8978.0,-8954.0,35811.0,35442.0
December 2017,4541.0,-4541.0,31352.0,31059.0
March 2018,10475.0,-11108.0,26934.0,26709.0
June 2018,15860.0,-15860.0,18111.0,17975.0
