,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,0.0,0.0,0.0,,
June 2019,0.0,0.0,0.0,,
September 2019,2000.0,2000.0,-1988.0,,
December 2019,601.0,601.0,-323.0,246593.0,246593.0
March 2020,2359.0,2359.0,-2329.0,,
June 2020,-146.0,146.0,-141.0,,
September 2020,884.0,884.0,-879.0,250544.0,250544.0
December 2020,3271.0,2979.0,-2975.0,248569.0,
March 2021,46851.0,46851.0,-46101.0,435179.0,
June 2021,-24429.0,24429.0,-23584.0,509176.0,
September 2021,23824.0,23824.0,-17756.0,485847.0,
December 2021,80409.0,31551.0,-29541.0,460979.0,
March 2022,-33596.0,33596.0,-33380.0,308686.0,
June 2022,-28751.0,,-26800.0,274400.0,
