,NetIncomeLoss,Assets
March 2009,-1165250.0,
June 2009,-1165250.0,
September 2009,-1165250.0,
December 2009,-1165250.0,
March 2010,117000.0,
June 2010,147000.0,
September 2010,64000.0,
December 2010,1082000.0,1521334000.0
March 2011,15588000.0,
June 2011,2417000.0,1801981000.0
September 2011,2516000.0,1804901000.0
December 2011,2862000.0,1812664000.0
March 2012,2585000.0,1876315000.0
June 2012,3185000.0,1977824000.0
September 2012,3464000.0,1990804000.0
December 2012,40000.0,1887843000.0
March 2013,391000.0,1737289000.0
