,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2017,2956500.0,1568500.0,-3292000.0,,,
June 2017,2956500.0,1568500.0,-2441000.0,,,
September 2017,2956500.0,1568500.0,-2640000.0,,,
December 2017,2956500.0,1568500.0,-3270000.0,11967000.0,11825000.0,142000.0
March 2018,6842000.0,3140000.0,-6814000.0,,,
June 2018,10329000.0,7818000.0,-10262000.0,,,
September 2018,5611000.0,3591000.0,-5531000.0,,,
December 2018,6325000.0,4184000.0,-6261000.0,16870000.0,16486000.0,384000.0
March 2019,5600000.0,3340000.0,-5506000.0,19723000.0,17664000.0,2059000.0
June 2019,6346000.0,3491000.0,-6218000.0,38190000.0,36265000.0,1925000.0
September 2019,7027000.0,4751000.0,-6844000.0,32460000.0,30608000.0,1852000.0
December 2019,7884000.0,5253000.0,-7709000.0,100476000.0,98766000.0,1710000.0
March 2020,11834000.0,5934000.0,-11526000.0,92557000.0,90986000.0,1571000.0
June 2020,15881000.0,6866000.0,-15750000.0,85318000.0,83862000.0,1456000.0
September 2020,13294000.0,7519000.0,-13249000.0,135258000.0,133945000.0,1313000.0
December 2020,14759000.0,8969000.0,-14713000.0,126262000.0,125076000.0,1186000.0
March 2021,16252000.0,8228000.0,-16227000.0,115195000.0,114144000.0,1051000.0
June 2021,13488000.0,9831000.0,-13470000.0,106211000.0,105305000.0,906000.0
September 2021,11359000.0,7718000.0,-11333000.0,97198000.0,96266000.0,932000.0
December 2021,24348000.0,20208000.0,-24324000.0,82525000.0,81737000.0,788000.0
March 2022,11500000.0,7393000.0,-11481000.0,72603000.0,71874000.0,729000.0
June 2022,10673000.0,7341000.0,-10565000.0,64805000.0,64193000.0,612000.0
