,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,21850000.0,173456500.0,68487000.0,,
June 2008,21850000.0,173456500.0,68487000.0,,
September 2008,21850000.0,176461000.0,74029000.0,,
December 2008,21850000.0,178753000.0,70871000.0,3971538000.0,858307000.0
March 2009,20850000.0,164344000.0,51559000.0,,
June 2009,20850000.0,159106000.0,59588000.0,,
September 2009,20850000.0,153648000.0,56410000.0,4001821000.0,907494000.0
December 2009,20850000.0,170644000.0,71924000.0,3971538000.0,858307000.0
March 2010,25600000.0,178849000.0,59725000.0,4289561000.0,862323000.0
June 2010,25600000.0,182760000.0,71281000.0,4387327000.0,985468000.0
September 2010,25600000.0,193516000.0,84263000.0,5056127000.0,957642000.0
December 2010,25600000.0,205707000.0,107311000.0,5069524000.0,998091000.0
March 2011,30425000.0,208096000.0,88979000.0,5096894000.0,1029640000.0
June 2011,30425000.0,213093000.0,106311000.0,5263992000.0,1002059000.0
September 2011,30425000.0,215341000.0,110281000.0,5258438000.0,1030023000.0
December 2011,30425000.0,218495000.0,121676000.0,5319417000.0,1115473000.0
March 2012,31475000.0,220889000.0,108309000.0,5430782000.0,1215912000.0
June 2012,31475000.0,218824000.0,114813000.0,5502181000.0,1325377000.0
September 2012,31475000.0,233298000.0,116708000.0,7049638000.0,1217664000.0
December 2012,31475000.0,241119000.0,143530000.0,7071104000.0,1245542000.0
March 2013,36425000.0,236399000.0,124914000.0,,
June 2013,36425000.0,265761000.0,111353000.0,8213742000.0,1328135000.0
September 2013,36425000.0,263276000.0,136323000.0,8245575000.0,1389199000.0
December 2013,36425000.0,275131000.0,165703000.0,8169120000.0,1373337000.0
March 2014,36975000.0,265536000.0,147226000.0,8189703000.0,1432170000.0
June 2014,36975000.0,276516000.0,157361000.0,8262146000.0,1524525000.0
September 2014,36975000.0,278382000.0,155510000.0,8510266000.0,1532691000.0
December 2014,36975000.0,281992000.0,185936000.0,8412934000.0,1512105000.0
March 2015,41050000.0,271265000.0,155773000.0,8974622000.0,1521822000.0
June 2015,41050000.0,281937000.0,171280000.0,9034096000.0,1587282000.0
September 2015,41050000.0,283112000.0,160417000.0,9432999000.0,1647879000.0
December 2015,41050000.0,300414000.0,208597000.0,10168365000.0,1618047000.0
March 2016,48850000.0,314528000.0,151416000.0,10224408000.0,1432332000.0
June 2016,48850000.0,314442000.0,158069000.0,10297118000.0,1550173000.0
September 2016,48850000.0,311103000.0,167079000.0,10480128000.0,1774811000.0
December 2016,48850000.0,337774000.0,182081000.0,14324927000.0,1776501000.0
March 2017,70275000.0,409358000.0,158071000.0,14230054000.0,1712623000.0
June 2017,70275000.0,411392000.0,179556000.0,14213288000.0,1701111000.0
September 2017,70275000.0,415600000.0,190300000.0,14246673000.0,1692056000.0
December 2017,70275000.0,418202000.0,443872000.0,14316400000.0,1759402000.0
March 2018,79200000.0,450300000.0,211300000.0,14074100000.0,1502000000.0
June 2018,79200000.0,461600000.0,228400000.0,15361000000.0,1651100000.0
September 2018,79200000.0,462500000.0,247600000.0,15245100000.0,1608000000.0
December 2018,79200000.0,508700000.0,257100000.0,15249500000.0,1610700000.0
March 2019,84775000.0,464200000.0,369600000.0,15414100000.0,1586000000.0
June 2019,84775000.0,481600000.0,249700000.0,15908300000.0,1602300000.0
September 2019,84775000.0,488400000.0,277500000.0,17819100000.0,1619400000.0
December 2019,84775000.0,494500000.0,871100000.0,18108900000.0,1999500000.0
March 2020,105900000.0,507600000.0,240300000.0,18137800000.0,2273400000.0
June 2020,105900000.0,510100000.0,219200000.0,19142300000.0,3179200000.0
September 2020,105900000.0,508300000.0,234400000.0,23652000000.0,1706200000.0
December 2020,105900000.0,585900000.0,255800000.0,24024800000.0,1752300000.0
March 2021,132100000.0,593300000.0,289000000.0,23871100000.0,1739400000.0
June 2021,132100000.0,616100000.0,286300000.0,23833700000.0,1796700000.0
September 2021,132100000.0,592600000.0,289500000.0,23728100000.0,2375200000.0
December 2021,132100000.0,535700000.0,287800000.0,23713900000.0,2421100000.0
