,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2014,17477.0,-17477.0,21124.0,21124.0
March 2015,1738.0,-1738.0,,
June 2015,354916.0,-766224.0,21115.0,21115.0
September 2015,384505.0,-1083665.0,20982.0,20982.0
December 2015,-655721.0,1766189.0,7.0,7.0
March 2016,322926.0,-248976.0,16894391.0,1269669.0
June 2016,519492.0,1219288.0,19200072.0,3990307.0
September 2016,373822.0,-583220.0,21968545.0,2584676.0
December 2016,659913.0,-949738.0,20882305.0,2406437.0
March 2017,471478.0,-574593.0,19174255.0,763421.0
June 2017,275440.0,-363159.0,19205519.0,652084.0
September 2017,524029.0,-566047.0,19239048.0,665575.0
December 2017,403114.0,3538657.0,20048055.0,870888.0
March 2018,415827.0,47871.0,22351811.0,1925671.0
June 2018,420069.0,2147182.0,23251466.0,3736030.0
September 2018,593112.0,181630.0,22792334.0,5377375.0
December 2018,203034.0,2097136.0,24813602.0,6144130.0
March 2019,518556.0,445587.0,25509626.0,6559963.0
June 2019,411119.0,1175251.0,26010649.0,7645945.0
September 2019,403624.0,645444.0,25772815.0,8363536.0
December 2019,922678.0,-60903.0,26733566.0,8475278.0
March 2020,464493.0,-256729.0,24892215.0,7219415.0
June 2020,554899.0,727815.0,27132087.0,9000314.0
September 2020,643549.0,630712.0,32427467.0,13801503.0
December 2020,1479055.0,-121891.0,35188700.0,26306653.0
March 2021,400212.0,260504.0,31413297.0,22530263.0
June 2021,518448.0,538525.0,23903027.0,14819846.0
September 2021,470562.0,726602.0,20840334.0,10864377.0
December 2021,1111871.0,205546.0,28900447.0,19173830.0
March 2022,727179.0,357649.0,28520208.0,18944915.0
June 2022,219652.0,300614.0,29761495.0,20833647.0
