,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,172500000.0,-11250000.0,,
June 2009,,172500000.0,-11250000.0,,
September 2009,,172500000.0,-11250000.0,,
December 2009,,172500000.0,-11250000.0,,
March 2010,39000000.0,184000000.0,14000000.0,,
June 2010,39000000.0,169000000.0,49000000.0,,
September 2010,39000000.0,164000000.0,53000000.0,,
December 2010,39000000.0,167000000.0,45000000.0,7296000000.0,3271000000.0
March 2011,41500000.0,177000000.0,51000000.0,,
June 2011,41500000.0,173000000.0,64000000.0,7696000000.0,3527000000.0
September 2011,41500000.0,172000000.0,34000000.0,7433000000.0,3355000000.0
December 2011,41500000.0,167000000.0,-239000000.0,7029000000.0,3299000000.0
March 2012,44750000.0,188000000.0,32000000.0,7195000000.0,3386000000.0
June 2012,44750000.0,173000000.0,-59000000.0,6941000000.0,3293000000.0
September 2012,44750000.0,173000000.0,-11000000.0,6899000000.0,3212000000.0
December 2012,44750000.0,168000000.0,-80000000.0,6927000000.0,3140000000.0
March 2013,43250000.0,185000000.0,-34000000.0,6878000000.0,3126000000.0
June 2013,43250000.0,184000000.0,56000000.0,6939000000.0,3203000000.0
September 2013,43250000.0,177000000.0,38000000.0,7446000000.0,3696000000.0
December 2013,43250000.0,173000000.0,-19000000.0,7182000000.0,3377000000.0
March 2014,48000000.0,181000000.0,40000000.0,7258000000.0,3418000000.0
June 2014,48000000.0,195000000.0,-5000000.0,7424000000.0,3489000000.0
September 2014,48000000.0,210000000.0,-18000000.0,7507000000.0,3452000000.0
December 2014,48000000.0,190000000.0,-185000000.0,7067000000.0,3191000000.0
March 2015,47250000.0,203000000.0,-11000000.0,7441000000.0,3345000000.0
June 2015,47250000.0,200000000.0,22000000.0,7560000000.0,3360000000.0
September 2015,47250000.0,193000000.0,-63000000.0,7453000000.0,3272000000.0
December 2015,47250000.0,198000000.0,-58000000.0,7228000000.0,3098000000.0
March 2016,48000000.0,198000000.0,35000000.0,7477000000.0,3284000000.0
June 2016,48000000.0,215000000.0,31000000.0,7299000000.0,3205000000.0
September 2016,48000000.0,203000000.0,15000000.0,7317000000.0,3216000000.0
December 2016,48000000.0,199000000.0,1000000.0,7076000000.0,3045000000.0
