,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,44272000.0,-6637750.0,,
June 2008,44272000.0,-6637750.0,,
September 2008,44272000.0,-6637750.0,,
December 2008,44272000.0,-6637750.0,,
March 2009,34813000.0,-19476000.0,,
June 2009,42619000.0,-19476000.0,,
September 2009,44964000.0,-13015000.0,,
December 2009,37979000.0,-16830000.0,2072690000.0,421521000.0
March 2010,43336000.0,-13008000.0,,
June 2010,48945000.0,-820000.0,2122668000.0,399569000.0
September 2010,49066000.0,-22452000.0,2170948000.0,404712000.0
December 2010,37045000.0,-26479000.0,2137714000.0,422722000.0
March 2011,48247000.0,-14907000.0,2170034000.0,411148000.0
June 2011,59763000.0,5154000.0,2168991000.0,395654000.0
September 2011,60256000.0,-39013500.0,2005658000.0,338188000.0
December 2011,45533000.0,-39013500.0,1930869000.0,293991000.0
March 2012,50154000.0,,1948315000.0,265485000.0
June 2012,54046000.0,,1899331000.0,312536000.0
September 2012,50781000.0,,1913930000.0,292606000.0
December 2012,52703000.0,,1892027000.0,255996000.0
March 2013,53984000.0,,1824298000.0,226701000.0
June 2013,57253000.0,,1859864000.0,257547000.0
September 2013,57405000.0,,1918534000.0,284773000.0
December 2013,58628000.0,,1879866000.0,281796000.0
March 2014,50772000.0,,1819920000.0,271751000.0
June 2014,58224000.0,,1833137000.0,258652000.0
September 2014,56882000.0,,1779912000.0,275297000.0
December 2014,53706000.0,,1655223000.0,231519000.0
March 2015,48021000.0,,1585076000.0,221476000.0
June 2015,54629000.0,,1615847000.0,253534000.0
September 2015,54493000.0,,1589575000.0,265842000.0
December 2015,49054000.0,,1509475000.0,216256000.0
March 2016,46644000.0,,1530670000.0,215648000.0
June 2016,50285000.0,,1546178000.0,235340000.0
September 2016,53285000.0,,1588286000.0,267718000.0
December 2016,48376000.0,,1524068000.0,229388000.0
March 2017,51754000.0,,1527869000.0,220721000.0
June 2017,73589000.0,,1612718000.0,213509000.0
September 2017,59356000.0,,1718445000.0,309907000.0
December 2017,53601000.0,,1653637000.0,266828000.0
March 2018,56345000.0,,1704836000.0,242601000.0
June 2018,69467000.0,,1727236000.0,280167000.0
September 2018,67547000.0,,1721657000.0,254193000.0
December 2018,64139000.0,,1675808000.0,192933000.0
