,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,3685000.0,451500.0,3233500.0,123500.0,,,
March 2010,3685000.0,451500.0,3233500.0,123500.0,,,
June 2010,4238000.0,498000.0,3740000.0,621000.0,,,
September 2010,4441000.0,552000.0,3889000.0,46000.0,41379000.0,35951000.0,4555000.0
December 2010,3885000.0,510000.0,3375000.0,389000.0,,,
March 2011,3818000.0,508000.0,3310000.0,286000.0,,,
June 2011,3892000.0,442000.0,3450000.0,-214000.0,41430000.0,35900000.0,4657000.0
September 2011,3965000.0,325000.0,3640000.0,-92000.0,43108000.0,37878000.0,4397000.0
December 2011,4059000.0,383000.0,3676000.0,461000.0,44813000.0,39553000.0,4443000.0
March 2012,4046000.0,474000.0,3572000.0,442000.0,43530000.0,38094000.0,4489000.0
June 2012,4024000.0,444000.0,3580000.0,774000.0,47366000.0,41988000.0,4473000.0
September 2012,5438000.0,419000.0,5019000.0,4932000.0,51066000.0,44706000.0,5369000.0
December 2012,4004000.0,444000.0,3560000.0,115000.0,50814000.0,44498000.0,5280000.0
March 2013,4545000.0,380000.0,4165000.0,740000.0,51405000.0,44692000.0,5466000.0
June 2013,4502000.0,437000.0,4065000.0,-478000.0,49270000.0,42224000.0,5702000.0
September 2013,4831000.0,596000.0,4235000.0,-9000.0,47225000.0,40918000.0,4887000.0
December 2013,4655000.0,635000.0,4020000.0,346000.0,48878000.0,42271000.0,5097000.0
March 2014,4749000.0,792000.0,3957000.0,167000.0,52690000.0,46041000.0,5158000.0
June 2014,5137000.0,945000.0,4192000.0,899000.0,49739000.0,43052000.0,5241000.0
September 2014,5059000.0,1112000.0,3947000.0,-78000.0,46307000.0,39446000.0,5389000.0
December 2014,4876000.0,853000.0,4023000.0,-437000.0,47789000.0,40958000.0,5421000.0
March 2015,4682000.0,826000.0,3856000.0,-675000.0,42127000.0,35388000.0,5398000.0
June 2015,4571000.0,626000.0,3945000.0,249000.0,45982000.0,39036000.0,5579000.0
September 2015,4832000.0,521000.0,4311000.0,653000.0,46996000.0,40082000.0,5350000.0
December 2015,4847000.0,799000.0,4048000.0,283000.0,45117000.0,38211000.0,5295000.0
March 2016,5455000.0,790000.0,4665000.0,503000.0,48248000.0,41154000.0,5463000.0
June 2016,5352000.0,779000.0,4573000.0,1257000.0,48399000.0,41420000.0,5401000.0
September 2016,5586000.0,616000.0,4970000.0,561000.0,48707000.0,41799000.0,5228000.0
December 2016,4554000.0,596000.0,3958000.0,-43000.0,50702000.0,43502000.0,5614000.0
March 2017,5073000.0,573000.0,4500000.0,428000.0,53197000.0,46329000.0,5315000.0
June 2017,5741000.0,578000.0,5163000.0,695000.0,58107000.0,51145000.0,5415000.0
September 2017,2660000.0,615000.0,2045000.0,1426000.0,58928000.0,51719000.0,7683000.0
December 2017,5126000.0,698000.0,4428000.0,-1200000.0,59917000.0,51713000.0,6722000.0
March 2018,5653000.0,759000.0,4894000.0,-594000.0,55338000.0,47095000.0,6683000.0
June 2018,4989000.0,895000.0,4094000.0,3000.0,58958000.0,52971000.0,5119000.0
September 2018,4232000.0,925000.0,3307000.0,16231000.0,55275000.0,48415000.0,6013000.0
December 2018,4334000.0,745000.0,3589000.0,50000.0,54595000.0,47706000.0,5910000.0
March 2019,4517000.0,781000.0,3736000.0,-619000.0,52330000.0,44472000.0,6942000.0
June 2019,4694000.0,583000.0,4111000.0,532000.0,56492000.0,48288000.0,
September 2019,5307000.0,691000.0,4616000.0,-334000.0,59369000.0,46534000.0,
December 2019,4433000.0,672000.0,3761000.0,-540000.0,56248000.0,41088000.0,
March 2020,4626000.0,716000.0,3910000.0,-732000.0,53511000.0,40689000.0,
June 2020,4617000.0,693000.0,3924000.0,-210000.0,54261000.0,41533000.0,
September 2020,4915000.0,717000.0,4198000.0,36000.0,53645000.0,41589000.0,
December 2020,3915000.0,729000.0,3186000.0,1151000.0,53037000.0,41939000.0,
March 2021,4489000.0,762000.0,3727000.0,-847000.0,59420000.0,44777000.0,
June 2021,4586000.0,700000.0,3886000.0,-423000.0,60556000.0,45763000.0,
September 2021,4521000.0,696000.0,3825000.0,818000.0,62974000.0,49034000.0,
December 2021,4010000.0,627000.0,3383000.0,-366000.0,61786000.0,49811000.0,
March 2022,4224000.0,717000.0,3507000.0,156000.0,58430000.0,47080000.0,
June 2022,4955000.0,884000.0,4071000.0,684000.0,64516000.0,52294000.0,
